# y+ ()       
# Time        	patch         	min           	max           	average       
2000          	WALL	1.126763e-04	2.105156e+00	3.053735e-01
2000          	CUBE1	1.273348e-04	2.424466e+00	2.279675e-01
2000          	CUBE2	3.082427e-04	2.245859e+00	2.077857e-01
