0 	0 	0 	0 	0 	0 	0
0.00128482 	-0.068974 	0.00135223 	0.0802238 	-0.0113408 	-5.62021e-05 	0.0318668
0.00256965 	-0.137948 	0.00270446 	0.160448 	-0.0226817 	-0.000112404 	0.0637336
0.00387803 	-0.161581 	0.00413824 	0.190923 	-0.0217435 	-0.000172516 	0.0800254
0.00518642 	-0.185214 	0.00557202 	0.221399 	-0.0208054 	-0.000232628 	0.0963173
0.00651881 	-0.200111 	0.00740295 	0.249048 	-0.0140559 	-0.000252606 	0.112092
0.00785119 	-0.215008 	0.00923388 	0.276697 	-0.00730637 	-0.000272583 	0.127867
0.00920802 	-0.22012 	0.0113681 	0.302235 	0.00416482 	-0.000246983 	0.142731
0.0105648 	-0.225231 	0.0135023 	0.327773 	0.015636 	-0.000221382 	0.157596
0.0119465 	-0.222302 	0.0159774 	0.351434 	0.0305857 	-0.000169649 	0.17133
0.0133283 	-0.219373 	0.0184525 	0.375094 	0.0455353 	-0.000117916 	0.185063
0.0147353 	-0.21104 	0.0212576 	0.39667 	0.0627375 	-5.80752e-05 	0.197611
0.0161424 	-0.202708 	0.0240628 	0.418247 	0.0799397 	1.76584e-06 	0.210158
0.0175752 	-0.190905 	0.0270904 	0.437179 	0.0983127 	5.07823e-05 	0.221534
0.0190081 	-0.179103 	0.0301181 	0.45611 	0.116686 	9.97988e-05 	0.23291
0.0204672 	-0.165648 	0.0331565 	0.471802 	0.135366 	0.000132948 	0.243174
0.0219263 	-0.152193 	0.0361949 	0.487493 	0.154047 	0.000166098 	0.253439
0.0234122 	-0.138897 	0.0390135 	0.499639 	0.172407 	0.000193697 	0.262696
0.0248981 	-0.125602 	0.0418321 	0.511785 	0.190766 	0.000221297 	0.271954
0.0264113 	-0.113463 	0.0442339 	0.520473 	0.208399 	0.000259783 	0.280328
0.0279244 	-0.101324 	0.0466356 	0.529161 	0.226033 	0.000298269 	0.288703
0.0294653 	-0.0912776 	0.0484881 	0.534732 	0.242734 	0.000365272 	0.296303
0.0310063 	-0.0812315 	0.0503405 	0.540302 	0.259435 	0.000432274 	0.303903
0.0341446 	-0.0669984 	0.0527986 	0.545898 	0.290841 	0.000654101 	0.317718
0.0357425 	-0.0630365 	0.0534045 	0.546023 	0.305564 	0.000822187 	0.324
0.0373405 	-0.0590745 	0.0540104 	0.546147 	0.320287 	0.000990273 	0.330281
0.0389677 	-0.0582557 	0.054093 	0.543527 	0.334097 	0.00123125 	0.336013
0.040595 	-0.0574368 	0.0541756 	0.540906 	0.347907 	0.00147224 	0.341744
0.0422521 	-0.0592966 	0.0539152 	0.535731 	0.360894 	0.00179743 	0.347021
0.0439092 	-0.0611564 	0.0536548 	0.530555 	0.37388 	0.00212262 	0.352298
0.0455967 	-0.0646014 	0.0532905 	0.523753 	0.386097 	0.00253689 	0.357213
0.0472842 	-0.0680463 	0.0529262 	0.516952 	0.398313 	0.00295117 	0.362128
0.333371 	0.553069 	0.231461 	0.569177 	0.772378 	0.0529359 	0.53044
0.337713 	0.556192 	0.233403 	0.573343 	0.774283 	0.0531988 	0.531436
0.342055 	0.559316 	0.235346 	0.577509 	0.776189 	0.0534617 	0.532432
0.346476 	0.567355 	0.235704 	0.584299 	0.777984 	0.0536912 	0.533426
0.350898 	0.575394 	0.236063 	0.591089 	0.77978 	0.0539208 	0.53442
0.355401 	0.587333 	0.234733 	0.599247 	0.781447 	0.0541123 	0.535391
0.359903 	0.599273 	0.233403 	0.607405 	0.783113 	0.0543039 	0.536363
0.364489 	0.613113 	0.230574 	0.614874 	0.784634 	0.0544579 	0.537283
0.369074 	0.626953 	0.227744 	0.622343 	0.786154 	0.0546119 	0.538203
0.373744 	0.640397 	0.224002 	0.627161 	0.787509 	0.0547258 	0.539033
0.378413 	0.65384 	0.22026 	0.631979 	0.788864 	0.0548397 	0.539862
0.383168 	0.665433 	0.216038 	0.633219 	0.790027 	0.0549052 	0.540569
0.387923 	0.677025 	0.211816 	0.634458 	0.79119 	0.0549707 	0.541276
0.392765 	0.68706 	0.206855 	0.632327 	0.792148 	0.0549824 	0.541852
0.397608 	0.697094 	0.201893 	0.630196 	0.793106 	0.0549942 	0.542429
0.402539 	0.707726 	0.19539 	0.625969 	0.793871 	0.0549563 	0.542892
