0 	0.0117407
0.00128482 	0.0117399
0.00256965 	0.011739
0.00387803 	0.0116753
0.00518642 	0.0116116
0.00651881 	0.0114286
0.00785119 	0.0112455
0.00920802 	0.0109365
0.0105648 	0.0106276
0.0119465 	0.0101814
0.0133283 	0.00973519
0.0147353 	0.00914221
0.0161424 	0.00854924
0.0175752 	0.00780423
0.0190081 	0.00705921
0.0204672 	0.0061619
0.0219263 	0.00526459
0.0234122 	0.00421788
0.0248981 	0.00317118
0.0264113 	0.0019777
0.0279244 	0.000784225
0.0294653 	-0.000552154
0.0310063 	-0.00188853
0.0341446 	-0.00482421
0.0357425 	-0.00640876
0.0373405 	-0.00799332
0.0389677 	-0.00968084
0.040595 	-0.0113684
0.0422521 	-0.0131555
0.0439092 	-0.0149427
0.0455967 	-0.0168258
0.0472842 	-0.0187089
0.333371 	0.0543206
0.337713 	0.0546623
0.342055 	0.0550039
0.346476 	0.0552877
0.350898 	0.0555715
0.355401 	0.0558525
0.359903 	0.0561334
0.364489 	0.0564814
0.369074 	0.0568295
0.373744 	0.0572239
0.378413 	0.0576183
0.383168 	0.0580262
0.387923 	0.0584341
0.392765 	0.0588438
0.397608 	0.0592534
0.402539 	0.0596572
0.40747 	0.060061
0.412491 	0.0604394
0.417513 	0.0608179
0.422626 	0.0611511
0.42774 	0.0614844
0.432948 	0.0617639
0.438155 	0.0620435
0.443458 	0.0622637
0.448761 	0.0624839
0.454161 	0.0626281
0.459561 	0.0627722
0.46506 	0.062836
0.47056 	0.0628998
0.47616 	0.0629297
0.48176 	0.0629595
0.487463 	0.0629743
0.493165 	0.062989
0.498973 	0.0629736
0.50478 	0.0629582
0.510694 	0.0629131
0.516608 	0.062868
0.52263 	0.0628017
0.528653 	0.0627354
0.534786 	0.0626571
0.540918 	0.0625788
0.547164 	0.0624904
0.553409 	0.062402
0.559769 	0.0623026
0.566129 	0.0622033
0.572605 	0.0620935
0.579082 	0.0619838
0.585677 	0.0618635
0.592272 	0.0617433
0.598989 	0.0616117
0.605705 	0.06148
0.612544 	0.0613368
0.619384 	0.0611937
0.626349 	0.0610385
0.633314 	0.0608834
0.640406 	0.0607158
0.647499 	0.0605483
0.654722 	0.060368
0.661944 	0.0601878
0.669299 	0.0599943
0.676655 	0.0598009
0.684145 	0.0595935
0.691635 	0.0593861
0.699262 	0.059164
0.70689 	0.058942
0.714657 	0.0587046
0.722424 	0.0584672
0.730334 	0.0582136
0.738244 	0.05796
0.746299 	0.0576882
0.754354 	0.0574164
0.762556 	0.0571228
0.770759 	0.0568291
0.770759 	0.0568291
0.779112 	0.0565092
0.779112 	0.0565092
0.787465 	0.0561892
0.787465 	0.0561892
0.795971 	0.0558386
0.804478 	0.0554881
0.804478 	0.0554881
0.81314 	0.0551018
0.81314 	0.0551018
0.821802 	0.0547156
0.821802 	0.0547156
0.830623 	0.054294
0.839445 	0.0538724
0.848428 	0.0534341
0.857411 	0.0529958
0.866558 	0.0525695
0.875706 	0.0521431
0.885021 	0.0517375
0.894337 	0.0513318
0.903823 	0.0509204
0.91331 	0.0505091
0.92297 	0.0500577
0.93263 	0.0496063
0.942468 	0.0491114
0.952305 	0.0486165
0.962323 	0.0480858
0.972341 	0.0475552
0.982543 	0.0469675
0.992745 	0.0463799
1.00313 	0.0457297
1.01352 	0.0450796
1.0241 	0.0444038
1.03468 	0.0437281
1.04545 	0.0430521
1.05623 	0.0423761
1.0672 	0.0416869
1.07817 	0.0409977
1.08934 	0.0402695
1.10051 	0.0395414
1.11189 	0.0387687
1.12327 	0.0379959
1.13485 	0.0371927
1.14644 	0.0363894
1.15824 	0.0355598
1.17004 	0.0347303
1.18205 	0.0338718
1.19407 	0.0330134
1.9236 	-0.0126115
1.94253 	-0.0133485
1.96146 	-0.0140855
1.98073 	-0.0146466
2 	-0.0152077
2 	-0.0152077
2.01332 	-0.0157508
2.02663 	-0.016294
