# y+ ()       
# Time        	patch         	min           	max           	average       
2000          	WALL	3.919099e-04	2.218415e+00	2.962232e-01
2000          	CUBE1	4.428924e-04	2.525450e+00	1.745909e-01
2000          	CUBE2	5.825450e-04	2.201598e+00	1.867312e-01
