# y+ ()       
# Time        	patch         	min           	max           	average       
2000          	WALL	9.332155e-05	2.194397e+00	3.428782e-01
2000          	CUBE1	1.056615e-04	2.624885e+00	1.856046e-01
2000          	CUBE2	3.010241e-04	2.482246e+00	2.060067e-01
