# y+ ()       
# Time        	patch         	min           	max           	average       
2000          	WALL	8.186764e-05	2.169172e+00	3.219738e-01
2000          	CUBE1	9.269918e-05	2.477429e+00	1.993936e-01
2000          	CUBE2	5.257261e-04	2.386260e+00	2.016816e-01
