# y+ ()       
# Time        	patch         	min           	max           	average       
2000          	WALL	8.807224e-05	2.146966e+00	3.171574e-01
2000          	CUBE1	9.971807e-05	2.401840e+00	2.090564e-01
2000          	CUBE2	1.623510e-04	2.333993e+00	2.051317e-01
