# y+ ()       
# Time        	patch         	min           	max           	average       
2000          	WALL	4.668725e-03	5.318168e+00	1.358332e+00
2000          	CUBE1	4.668118e-03	4.528347e+00	6.776611e-01
2000          	CUBE2	1.032611e-02	4.854380e+00	5.787693e-01
