# Force coefficients
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 1.000000e+00
# lRef        : 1.000000e+00
# Aref        : 1.000000e+00
# CofR        : (2.500000e+00 0.000000e+00 0.000000e+00)
#
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
1             	-4.728852e-04	9.946553e-01	-6.941018e-03	-3.943394e-03	-2.997624e-03
2             	-1.474997e-03	1.713750e+00	-1.189946e-02	-7.424726e-03	-4.474732e-03
3             	-1.850636e-03	2.356241e+00	-8.101592e-03	-5.901432e-03	-2.200160e-03
4             	-1.412858e-03	2.578792e+00	2.569429e-03	-1.281431e-04	2.697572e-03
5             	-5.668772e-04	2.444236e+00	1.626668e-02	7.566461e-03	8.700216e-03
6             	2.879536e-04	2.128726e+00	2.948941e-02	1.503266e-02	1.445675e-02
7             	1.037174e-03	1.790190e+00	3.994206e-02	2.100821e-02	1.893386e-02
8             	1.433299e-03	1.544725e+00	4.774468e-02	2.530564e-02	2.243904e-02
9             	1.348663e-03	1.427019e+00	5.456082e-02	2.862907e-02	2.593175e-02
10            	1.050776e-03	1.413387e+00	6.212717e-02	3.211436e-02	3.001281e-02
11            	7.348384e-04	1.457384e+00	7.183009e-02	3.664988e-02	3.518021e-02
12            	5.590502e-04	1.517325e+00	8.307399e-02	4.209605e-02	4.097795e-02
13            	5.963950e-04	1.561596e+00	9.536090e-02	4.827685e-02	4.708406e-02
14            	9.154716e-04	1.577389e+00	1.078500e-01	5.484048e-02	5.300954e-02
15            	1.499541e-03	1.567896e+00	1.203144e-01	6.165676e-02	5.865767e-02
16            	2.118845e-03	1.540788e+00	1.321830e-01	6.821035e-02	6.397266e-02
17            	2.769618e-03	1.506191e+00	1.430549e-01	7.429708e-02	6.875784e-02
18            	3.351001e-03	1.471668e+00	1.525742e-01	7.963808e-02	7.293608e-02
19            	3.841596e-03	1.445331e+00	1.608407e-01	8.426193e-02	7.657874e-02
20            	4.231687e-03	1.428410e+00	1.681400e-01	8.830171e-02	7.983833e-02
21            	4.470732e-03	1.419952e+00	1.750771e-01	9.200930e-02	8.306784e-02
22            	4.474069e-03	1.415221e+00	1.818349e-01	9.539151e-02	8.644337e-02
23            	4.298082e-03	1.412297e+00	1.891411e-01	9.886862e-02	9.027246e-02
24            	3.867058e-03	1.408147e+00	1.969617e-01	1.023479e-01	9.461378e-02
25            	3.114065e-03	1.401861e+00	2.051188e-01	1.056735e-01	9.944534e-02
26            	2.140835e-03	1.393847e+00	2.125782e-01	1.084299e-01	1.041483e-01
27            	9.855160e-04	1.385717e+00	2.194628e-01	1.107169e-01	1.087459e-01
28            	-3.694372e-04	1.378640e+00	2.261581e-01	1.127096e-01	1.134485e-01
29            	-2.073638e-03	1.373198e+00	2.324043e-01	1.141285e-01	1.182758e-01
30            	-4.119909e-03	1.369159e+00	2.382872e-01	1.150237e-01	1.232635e-01
31            	-6.556996e-03	1.366008e+00	2.437433e-01	1.153147e-01	1.284287e-01
32            	-9.306354e-03	1.363499e+00	2.489812e-01	1.151843e-01	1.337970e-01
33            	-1.239718e-02	1.361744e+00	2.542280e-01	1.147168e-01	1.395112e-01
34            	-1.589560e-02	1.360986e+00	2.592614e-01	1.137351e-01	1.455263e-01
35            	-1.986880e-02	1.361801e+00	2.632352e-01	1.117488e-01	1.514864e-01
36            	-2.434407e-02	1.364577e+00	2.657052e-01	1.085085e-01	1.571967e-01
37            	-2.923306e-02	1.368784e+00	2.664810e-01	1.040074e-01	1.624736e-01
38            	-3.424801e-02	1.373981e+00	2.661847e-01	9.884434e-02	1.673404e-01
39            	-3.940639e-02	1.380335e+00	2.655458e-01	9.336651e-02	1.721793e-01
40            	-4.474714e-02	1.387439e+00	2.648106e-01	8.765818e-02	1.771525e-01
41            	-5.025413e-02	1.394689e+00	2.640653e-01	8.177854e-02	1.822868e-01
42            	-5.602151e-02	1.402283e+00	2.635035e-01	7.573024e-02	1.877733e-01
43            	-6.196438e-02	1.409910e+00	2.629974e-01	6.953431e-02	1.934631e-01
44            	-6.796079e-02	1.417365e+00	2.623130e-01	6.319572e-02	1.991173e-01
45            	-7.394493e-02	1.424237e+00	2.611247e-01	5.661740e-02	2.045073e-01
46            	-7.986151e-02	1.429968e+00	2.597728e-01	5.002490e-02	2.097479e-01
47            	-8.556228e-02	1.433880e+00	2.588273e-01	4.385138e-02	2.149759e-01
48            	-9.089290e-02	1.436028e+00	2.578441e-01	3.802913e-02	2.198149e-01
49            	-9.577055e-02	1.436259e+00	2.561996e-01	3.232924e-02	2.238703e-01
50            	-1.002829e-01	1.434784e+00	2.530669e-01	2.625056e-02	2.268163e-01
51            	-1.043090e-01	1.431945e+00	2.482911e-01	1.983657e-02	2.284545e-01
52            	-1.077413e-01	1.428629e+00	2.417825e-01	1.314996e-02	2.286325e-01
53            	-1.103734e-01	1.425115e+00	2.326261e-01	5.939607e-03	2.266865e-01
54            	-1.120049e-01	1.422032e+00	2.200796e-01	-1.965133e-03	2.220447e-01
55            	-1.126616e-01	1.419031e+00	2.034472e-01	-1.093805e-02	2.143852e-01
56            	-1.125452e-01	1.416075e+00	1.837220e-01	-2.068423e-02	2.044062e-01
57            	-1.120309e-01	1.413264e+00	1.613188e-01	-3.137151e-02	1.926903e-01
58            	-1.112096e-01	1.410468e+00	1.363966e-01	-4.301130e-02	1.794079e-01
59            	-1.099756e-01	1.407774e+00	1.092918e-01	-5.532972e-02	1.646215e-01
60            	-1.080677e-01	1.404808e+00	8.064392e-02	-6.774575e-02	1.483897e-01
61            	-1.056925e-01	1.401767e+00	5.074508e-02	-8.031996e-02	1.310650e-01
62            	-1.030573e-01	1.399227e+00	2.074174e-02	-9.268638e-02	1.134281e-01
63            	-1.004302e-01	1.396487e+00	-8.378727e-03	-1.046196e-01	9.624083e-02
64            	-9.807738e-02	1.393367e+00	-3.590824e-02	-1.160315e-01	8.012326e-02
65            	-9.599855e-02	1.389704e+00	-6.120751e-02	-1.266023e-01	6.539479e-02
66            	-9.425835e-02	1.386106e+00	-8.422117e-02	-1.363689e-01	5.214777e-02
67            	-9.290574e-02	1.382828e+00	-1.045695e-01	-1.451905e-01	4.062099e-02
68            	-9.209317e-02	1.379480e+00	-1.222944e-01	-1.532404e-01	3.094595e-02
69            	-9.187975e-02	1.376162e+00	-1.374003e-01	-1.605799e-01	2.317959e-02
70            	-9.228110e-02	1.372978e+00	-1.499557e-01	-1.672590e-01	1.730325e-02
71            	-9.326684e-02	1.369696e+00	-1.600933e-01	-1.733135e-01	1.322016e-02
72            	-9.492087e-02	1.366349e+00	-1.679604e-01	-1.789011e-01	1.094066e-02
73            	-9.728935e-02	1.362974e+00	-1.728865e-01	-1.837326e-01	1.084612e-02
74            	-1.002654e-01	1.359322e+00	-1.750901e-01	-1.878104e-01	1.272038e-02
75            	-1.036065e-01	1.355379e+00	-1.744885e-01	-1.908508e-01	1.636227e-02
76            	-1.070247e-01	1.351498e+00	-1.713066e-01	-1.926780e-01	2.137137e-02
77            	-1.104334e-01	1.348252e+00	-1.655571e-01	-1.932120e-01	2.765488e-02
78            	-1.138389e-01	1.345489e+00	-1.568046e-01	-1.922413e-01	3.543662e-02
79            	-1.171226e-01	1.343103e+00	-1.457048e-01	-1.899750e-01	4.427022e-02
80            	-1.202342e-01	1.340810e+00	-1.330618e-01	-1.867652e-01	5.370333e-02
81            	-1.229138e-01	1.338716e+00	-1.201355e-01	-1.829816e-01	6.284610e-02
82            	-1.249820e-01	1.336946e+00	-1.072776e-01	-1.786208e-01	7.134324e-02
83            	-1.262318e-01	1.335670e+00	-9.531970e-02	-1.738917e-01	7.857198e-02
84            	-1.266875e-01	1.335034e+00	-8.461024e-02	-1.689926e-01	8.438240e-02
85            	-1.265330e-01	1.335464e+00	-7.499000e-02	-1.640280e-01	8.903797e-02
86            	-1.259798e-01	1.337377e+00	-6.625440e-02	-1.591070e-01	9.285256e-02
87            	-1.251556e-01	1.340688e+00	-5.829103e-02	-1.543011e-01	9.601011e-02
88            	-1.242083e-01	1.344865e+00	-5.104849e-02	-1.497325e-01	9.868404e-02
89            	-1.232705e-01	1.349540e+00	-4.449191e-02	-1.455164e-01	1.010245e-01
90            	-1.224151e-01	1.354506e+00	-3.838851e-02	-1.416093e-01	1.032208e-01
91            	-1.216875e-01	1.359541e+00	-3.271002e-02	-1.380425e-01	1.053324e-01
92            	-1.209430e-01	1.364873e+00	-2.748551e-02	-1.346858e-01	1.072002e-01
93            	-1.201429e-01	1.370345e+00	-2.273409e-02	-1.315100e-01	1.087759e-01
94            	-1.192338e-01	1.375787e+00	-1.828060e-02	-1.283741e-01	1.100935e-01
95            	-1.182357e-01	1.381001e+00	-1.384456e-02	-1.251580e-01	1.113134e-01
96            	-1.171646e-01	1.385494e+00	-9.686963e-03	-1.220080e-01	1.123211e-01
97            	-1.159914e-01	1.389005e+00	-6.148946e-03	-1.190658e-01	1.129169e-01
98            	-1.147041e-01	1.391617e+00	-3.426248e-03	-1.164172e-01	1.129909e-01
99            	-1.133879e-01	1.393540e+00	-1.286592e-03	-1.140312e-01	1.127446e-01
100           	-1.120905e-01	1.394963e+00	5.903999e-04	-1.117953e-01	1.123857e-01
101           	-1.108435e-01	1.395889e+00	2.288127e-03	-1.096994e-01	1.119875e-01
102           	-1.095974e-01	1.396438e+00	3.632645e-03	-1.077811e-01	1.114138e-01
103           	-1.082499e-01	1.396650e+00	4.348036e-03	-1.060759e-01	1.104239e-01
104           	-1.067256e-01	1.396520e+00	4.293892e-03	-1.045787e-01	1.088726e-01
105           	-1.050226e-01	1.396127e+00	3.381101e-03	-1.033320e-01	1.067131e-01
106           	-1.031505e-01	1.395531e+00	1.558569e-03	-1.023712e-01	1.039298e-01
107           	-1.011014e-01	1.395023e+00	-1.027765e-03	-1.016153e-01	1.005875e-01
108           	-9.887930e-02	1.394836e+00	-4.267289e-03	-1.010129e-01	9.674566e-02
109           	-9.650860e-02	1.395034e+00	-7.960687e-03	-1.004889e-01	9.252825e-02
110           	-9.402139e-02	1.395593e+00	-1.203922e-02	-1.000410e-01	8.800178e-02
111           	-9.144115e-02	1.396428e+00	-1.649165e-02	-9.968697e-02	8.319532e-02
112           	-8.878944e-02	1.397457e+00	-2.119607e-02	-9.938748e-02	7.819141e-02
113           	-8.608515e-02	1.398700e+00	-2.600889e-02	-9.908960e-02	7.308071e-02
114           	-8.333681e-02	1.400105e+00	-3.089622e-02	-9.878492e-02	6.788869e-02
115           	-8.052234e-02	1.401678e+00	-3.591003e-02	-9.847735e-02	6.256732e-02
116           	-7.764038e-02	1.403590e+00	-4.094313e-02	-9.811194e-02	5.716881e-02
117           	-7.469925e-02	1.405986e+00	-4.602067e-02	-9.770958e-02	5.168891e-02
118           	-7.172152e-02	1.408919e+00	-5.115451e-02	-9.729877e-02	4.614426e-02
119           	-6.874353e-02	1.412431e+00	-5.625016e-02	-9.686861e-02	4.061845e-02
120           	-6.577129e-02	1.416570e+00	-6.135892e-02	-9.645075e-02	3.509184e-02
121           	-6.282885e-02	1.421317e+00	-6.644597e-02	-9.605183e-02	2.960586e-02
122           	-5.995960e-02	1.426605e+00	-7.134261e-02	-9.563090e-02	2.428829e-02
123           	-5.719419e-02	1.432289e+00	-7.605402e-02	-9.522120e-02	1.916718e-02
124           	-5.457874e-02	1.438381e+00	-8.062752e-02	-9.489251e-02	1.426498e-02
125           	-5.214383e-02	1.444881e+00	-8.504065e-02	-9.466416e-02	9.623508e-03
126           	-4.993516e-02	1.451739e+00	-8.914753e-02	-9.450892e-02	5.361394e-03
127           	-4.799999e-02	1.458881e+00	-9.282593e-02	-9.441296e-02	1.587030e-03
128           	-4.634516e-02	1.466214e+00	-9.609048e-02	-9.439040e-02	-1.700081e-03
129           	-4.496285e-02	1.473566e+00	-9.889499e-02	-9.441035e-02	-4.484644e-03
130           	-4.383918e-02	1.480856e+00	-1.012387e-01	-9.445852e-02	-6.780154e-03
131           	-4.298521e-02	1.488021e+00	-1.030625e-01	-9.451644e-02	-8.546017e-03
132           	-4.238255e-02	1.495008e+00	-1.044127e-01	-9.458891e-02	-9.823804e-03
133           	-4.200274e-02	1.501695e+00	-1.053809e-01	-9.469318e-02	-1.068769e-02
134           	-4.184739e-02	1.508023e+00	-1.059219e-01	-9.480834e-02	-1.111356e-02
135           	-4.188093e-02	1.513880e+00	-1.060474e-01	-9.490465e-02	-1.114278e-02
136           	-4.206413e-02	1.519151e+00	-1.058210e-01	-9.497462e-02	-1.084637e-02
137           	-4.236164e-02	1.523787e+00	-1.052873e-01	-9.500528e-02	-1.028200e-02
138           	-4.274515e-02	1.527743e+00	-1.044527e-01	-9.497149e-02	-9.481195e-03
139           	-4.319256e-02	1.531044e+00	-1.033398e-01	-9.486246e-02	-8.477336e-03
140           	-4.367065e-02	1.533733e+00	-1.018930e-01	-9.461714e-02	-7.275838e-03
141           	-4.414593e-02	1.535751e+00	-1.001385e-01	-9.421517e-02	-5.923313e-03
142           	-4.460604e-02	1.537071e+00	-9.814295e-02	-9.367751e-02	-4.465433e-03
143           	-4.502253e-02	1.537746e+00	-9.596715e-02	-9.300611e-02	-2.961039e-03
144           	-4.537790e-02	1.537830e+00	-9.369607e-02	-9.222593e-02	-1.470136e-03
145           	-4.565390e-02	1.537426e+00	-9.132960e-02	-9.131870e-02	-1.090268e-05
146           	-4.582698e-02	1.536690e+00	-8.897986e-02	-9.031691e-02	1.337043e-03
147           	-4.587130e-02	1.535716e+00	-8.663031e-02	-8.918645e-02	2.556148e-03
148           	-4.576728e-02	1.534536e+00	-8.429598e-02	-8.791527e-02	3.619293e-03
149           	-4.550758e-02	1.533199e+00	-8.194849e-02	-8.648183e-02	4.533336e-03
150           	-4.508935e-02	1.531774e+00	-7.959272e-02	-8.488571e-02	5.292992e-03
151           	-4.451788e-02	1.530306e+00	-7.724254e-02	-8.313915e-02	5.896614e-03
152           	-4.378926e-02	1.528797e+00	-7.486943e-02	-8.122397e-02	6.354542e-03
153           	-4.291179e-02	1.527271e+00	-7.251024e-02	-7.916691e-02	6.656670e-03
154           	-4.189834e-02	1.525778e+00	-7.013945e-02	-7.696807e-02	6.828616e-03
155           	-4.075425e-02	1.524359e+00	-6.770906e-02	-7.460878e-02	6.899723e-03
156           	-3.948559e-02	1.523099e+00	-6.527234e-02	-7.212176e-02	6.849420e-03
157           	-3.809612e-02	1.522012e+00	-6.284612e-02	-6.951918e-02	6.673061e-03
158           	-3.659980e-02	1.521131e+00	-6.045369e-02	-6.682664e-02	6.372957e-03
159           	-3.501141e-02	1.520486e+00	-5.811308e-02	-6.406795e-02	5.954871e-03
160           	-3.335107e-02	1.520067e+00	-5.582300e-02	-6.126257e-02	5.439566e-03
161           	-3.163191e-02	1.519886e+00	-5.356606e-02	-5.841493e-02	4.848878e-03
162           	-2.987183e-02	1.519901e+00	-5.134766e-02	-5.554566e-02	4.197998e-03
163           	-2.809464e-02	1.520167e+00	-4.916823e-02	-5.267876e-02	3.510528e-03
164           	-2.632302e-02	1.520652e+00	-4.700720e-02	-4.982662e-02	2.819421e-03
165           	-2.457408e-02	1.521300e+00	-4.482803e-02	-4.698810e-02	2.160067e-03
166           	-2.287064e-02	1.522170e+00	-4.259151e-02	-4.416640e-02	1.574886e-03
167           	-2.121931e-02	1.523293e+00	-4.033650e-02	-4.138756e-02	1.051063e-03
168           	-1.962457e-02	1.524590e+00	-3.809715e-02	-3.867314e-02	5.759912e-04
169           	-1.810094e-02	1.525992e+00	-3.585427e-02	-3.602808e-02	1.738034e-04
170           	-1.665074e-02	1.527482e+00	-3.362532e-02	-3.346340e-02	-1.619267e-04
171           	-1.528525e-02	1.529034e+00	-3.141523e-02	-3.099286e-02	-4.223701e-04
172           	-1.400200e-02	1.530660e+00	-2.923855e-02	-2.862127e-02	-6.172773e-04
