# Force coefficients
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 1.000000e+00
# lRef        : 1.000000e+00
# Aref        : 1.000000e+00
# CofR        : (7.500000e+00 0.000000e+00 0.000000e+00)
#
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
6.0005        	5.140464e-02	1.143247e+01	-2.377745e-02	3.951592e-02	-6.329336e-02
6.001         	5.911895e+01	6.371971e+04	-5.413105e+02	-2.115363e+02	-3.297742e+02
6.0015        	-5.357551e+00	-2.717522e+04	8.875285e+02	4.384067e+02	4.491218e+02
6.002         	-3.517694e+01	-1.374688e+04	-1.537357e+02	-1.120448e+02	-4.169090e+01
6.0025        	-1.489878e+01	-7.897581e+03	3.079396e+01	4.982036e-01	3.029576e+01
6.003         	1.431707e+00	-4.536756e+03	-7.976407e+01	-3.845033e+01	-4.131374e+01
6.0035        	7.164288e-01	-2.776876e+03	-6.372359e+01	-3.114537e+01	-3.257823e+01
6.004         	-1.469743e+00	-1.762507e+03	-1.934298e+01	-1.114123e+01	-8.201745e+00
6.0045        	9.217336e-01	-1.178894e+03	-5.404269e+00	-1.780401e+00	-3.623868e+00
6.005         	5.971458e-02	-8.288032e+02	-2.925437e+00	-1.403004e+00	-1.522433e+00
6.0055        	2.899228e-01	-6.131766e+02	-3.481491e+00	-1.450823e+00	-2.030668e+00
6.006         	1.208246e-01	-4.656676e+02	-2.377368e+00	-1.067859e+00	-1.309509e+00
6.0065        	1.555847e-01	-3.662504e+02	-2.144035e+00	-9.164328e-01	-1.227602e+00
6.007         	1.073238e-01	-2.947966e+02	-1.791948e+00	-7.886501e-01	-1.003298e+00
6.0075        	7.834923e-02	-2.427524e+02	-1.479966e+00	-6.616338e-01	-8.183322e-01
6.008         	8.106969e-02	-2.025547e+02	-1.425509e+00	-6.316848e-01	-7.938242e-01
6.0085        	7.029640e-02	-1.716465e+02	-1.233580e+00	-5.464938e-01	-6.870866e-01
6.009         	6.666521e-02	-1.469773e+02	-1.142639e+00	-5.046541e-01	-6.379845e-01
6.0095        	2.397900e-02	-1.271610e+02	-8.925006e-01	-4.222713e-01	-4.702293e-01
6.01          	4.719701e-02	-1.108054e+02	-8.252429e-01	-3.654244e-01	-4.598184e-01
6.0105        	5.510712e-02	-9.721270e+01	-7.989128e-01	-3.443493e-01	-4.545635e-01
6.011         	5.643860e-02	-8.583903e+01	-7.353600e-01	-3.112414e-01	-4.241186e-01
6.0115        	5.489444e-02	-7.630523e+01	-6.349924e-01	-2.626018e-01	-3.723907e-01
6.012         	4.758425e-02	-6.812627e+01	-5.182560e-01	-2.115438e-01	-3.067123e-01
6.0125        	3.841025e-02	-6.113285e+01	-4.840010e-01	-2.035903e-01	-2.804108e-01
6.013         	2.895770e-02	-5.510777e+01	-4.670745e-01	-2.045796e-01	-2.624950e-01
6.0135        	3.146246e-02	-4.987540e+01	-4.418581e-01	-1.894666e-01	-2.523915e-01
6.014         	4.045794e-02	-4.527048e+01	-4.019610e-01	-1.605226e-01	-2.414384e-01
6.0145        	3.712828e-02	-4.119699e+01	-3.862384e-01	-1.559909e-01	-2.302475e-01
6.015         	3.206056e-02	-3.761121e+01	-3.731438e-01	-1.545114e-01	-2.186325e-01
6.0155        	3.303405e-02	-3.445100e+01	-3.480986e-01	-1.410152e-01	-2.070833e-01
6.016         	3.380098e-02	-3.162569e+01	-3.166612e-01	-1.245296e-01	-1.921316e-01
6.0165        	3.033455e-02	-2.910763e+01	-2.955056e-01	-1.174182e-01	-1.780874e-01
6.017         	2.420567e-02	-2.684646e+01	-2.787343e-01	-1.151615e-01	-1.635728e-01
6.0175        	2.160732e-02	-2.481164e+01	-2.592476e-01	-1.080165e-01	-1.512311e-01
6.018         	2.117972e-02	-2.296979e+01	-2.430352e-01	-1.003379e-01	-1.426973e-01
6.0185        	2.709064e-02	-2.129998e+01	-2.274777e-01	-8.664823e-02	-1.408295e-01
6.019         	2.587258e-02	-1.978119e+01	-2.273532e-01	-8.780402e-02	-1.395492e-01
6.0195        	2.247773e-02	-1.839635e+01	-2.266861e-01	-9.086530e-02	-1.358208e-01
6.02          	1.680329e-02	-1.712812e+01	-2.239292e-01	-9.516131e-02	-1.287679e-01
6.0205        	1.370283e-02	-1.596839e+01	-2.122895e-01	-9.244191e-02	-1.198476e-01
6.021         	1.077256e-02	-1.491168e+01	-2.144422e-01	-9.644852e-02	-1.179936e-01
6.0215        	1.065165e-02	-1.393952e+01	-2.150274e-01	-9.686206e-02	-1.181654e-01
6.022         	1.183923e-02	-1.304562e+01	-1.960741e-01	-8.619784e-02	-1.098763e-01
6.0225        	1.283265e-02	-1.221508e+01	-1.871374e-01	-8.073602e-02	-1.064013e-01
6.023         	1.593443e-02	-1.144621e+01	-1.815516e-01	-7.484137e-02	-1.067102e-01
6.0235        	2.049606e-02	-1.073044e+01	-1.700855e-01	-6.454669e-02	-1.055388e-01
6.024         	2.001218e-02	-1.006583e+01	-1.705367e-01	-6.525615e-02	-1.052805e-01
6.0245        	1.718632e-02	-9.444673e+00	-1.693923e-01	-6.750982e-02	-1.018825e-01
6.025         	1.529931e-02	-8.871242e+00	-1.666072e-01	-6.800430e-02	-9.860291e-02
6.0255        	1.489823e-02	-8.332994e+00	-1.643172e-01	-6.726036e-02	-9.705681e-02
6.026         	1.447267e-02	-7.830233e+00	-1.639709e-01	-6.751275e-02	-9.645810e-02
6.0265        	1.475952e-02	-7.356724e+00	-1.597771e-01	-6.512901e-02	-9.464805e-02
6.027         	1.412871e-02	-6.922912e+00	-1.557470e-01	-6.374480e-02	-9.200222e-02
6.0275        	1.425807e-02	-6.510046e+00	-1.495681e-01	-6.052599e-02	-8.904214e-02
6.028         	1.578938e-02	-6.124926e+00	-1.428024e-01	-5.561184e-02	-8.719060e-02
6.0285        	1.707683e-02	-5.760338e+00	-1.406371e-01	-5.324174e-02	-8.739540e-02
6.029         	1.808881e-02	-5.422127e+00	-1.338318e-01	-4.882711e-02	-8.500473e-02
6.0295        	1.882147e-02	-5.102819e+00	-1.280106e-01	-4.518381e-02	-8.282675e-02
6.03          	1.820122e-02	-4.804408e+00	-1.304032e-01	-4.700038e-02	-8.340283e-02
6.0305        	1.598190e-02	-4.519833e+00	-1.331764e-01	-5.060632e-02	-8.257012e-02
6.031         	1.471641e-02	-4.252461e+00	-1.320249e-01	-5.129603e-02	-8.072885e-02
6.0315        	1.441806e-02	-4.000106e+00	-1.286038e-01	-4.988386e-02	-7.871997e-02
6.032         	1.470208e-02	-3.763220e+00	-1.265735e-01	-4.858467e-02	-7.798883e-02
6.0325        	1.366634e-02	-3.536359e+00	-1.270091e-01	-4.983822e-02	-7.717089e-02
6.033         	1.299674e-02	-3.322873e+00	-1.246561e-01	-4.933129e-02	-7.532477e-02
6.0335        	1.395620e-02	-3.120385e+00	-1.206923e-01	-4.638997e-02	-7.430237e-02
6.034         	1.408037e-02	-2.929087e+00	-1.177804e-01	-4.480984e-02	-7.297058e-02
6.0345        	1.386872e-02	-2.745949e+00	-1.164584e-01	-4.436048e-02	-7.209793e-02
6.035         	1.356035e-02	-2.570186e+00	-1.164702e-01	-4.467476e-02	-7.179547e-02
6.0355        	1.217494e-02	-2.404771e+00	-1.190809e-01	-4.736553e-02	-7.171540e-02
6.036         	1.202911e-02	-2.247457e+00	-1.176041e-01	-4.677292e-02	-7.083115e-02
6.0365        	1.174076e-02	-2.098220e+00	-1.149238e-01	-4.572114e-02	-6.920265e-02
6.037         	1.187140e-02	-1.954916e+00	-1.139201e-01	-4.508866e-02	-6.883147e-02
6.0375        	1.137079e-02	-1.819564e+00	-1.129474e-01	-4.510292e-02	-6.784450e-02
6.038         	1.016510e-02	-1.690589e+00	-1.156603e-01	-4.766505e-02	-6.799526e-02
6.0385        	9.328822e-03	-1.566765e+00	-1.155396e-01	-4.844099e-02	-6.709863e-02
6.039         	9.817739e-03	-1.448980e+00	-1.123689e-01	-4.636671e-02	-6.600219e-02
6.0395        	1.059916e-02	-1.336160e+00	-1.067513e-01	-4.277649e-02	-6.397480e-02
6.04          	1.078319e-02	-1.229309e+00	-1.047212e-01	-4.157740e-02	-6.314378e-02
6.0405        	9.885514e-03	-1.127217e+00	-1.066264e-01	-4.342769e-02	-6.319871e-02
6.041         	9.200705e-03	-1.029166e+00	-1.088785e-01	-4.523856e-02	-6.363997e-02
6.0415        	8.730407e-03	-9.327854e-01	-1.088632e-01	-4.570120e-02	-6.316202e-02
6.042         	9.029128e-03	-8.426171e-01	-1.063663e-01	-4.415401e-02	-6.221227e-02
6.0425        	9.215979e-03	-7.551987e-01	-1.044230e-01	-4.299552e-02	-6.142748e-02
6.043         	9.401126e-03	-6.701669e-01	-1.040705e-01	-4.263411e-02	-6.143636e-02
6.0435        	7.924420e-03	-5.903260e-01	-1.054734e-01	-4.481229e-02	-6.066112e-02
6.044         	7.732617e-03	-5.144335e-01	-1.051743e-01	-4.485451e-02	-6.031974e-02
6.0445        	7.967887e-03	-4.412915e-01	-1.033274e-01	-4.369583e-02	-5.963160e-02
6.045         	8.682630e-03	-3.701643e-01	-1.009414e-01	-4.178809e-02	-5.915335e-02
6.0455        	8.730598e-03	-3.020873e-01	-1.001334e-01	-4.133611e-02	-5.879730e-02
6.046         	8.451194e-03	-2.376490e-01	-9.979184e-02	-4.144473e-02	-5.834712e-02
6.0465        	7.603303e-03	-1.763386e-01	-1.003300e-01	-4.256171e-02	-5.776832e-02
6.047         	7.491681e-03	-1.166483e-01	-9.998959e-02	-4.250311e-02	-5.748648e-02
6.0475        	7.088137e-03	-5.842807e-02	-9.924691e-02	-4.253532e-02	-5.671159e-02
6.048         	6.351730e-03	-3.219971e-03	-9.941145e-02	-4.335399e-02	-5.605745e-02
6.0485        	5.826322e-03	5.007044e-02	-9.950010e-02	-4.392373e-02	-5.557637e-02
6.049         	6.067370e-03	1.008007e-01	-9.800879e-02	-4.293703e-02	-5.507177e-02
6.0495        	5.853823e-03	1.492507e-01	-9.523214e-02	-4.176224e-02	-5.346989e-02
6.05          	5.866113e-03	1.952188e-01	-9.340674e-02	-4.083726e-02	-5.256949e-02
6.0505        	5.156749e-03	2.407608e-01	-9.376108e-02	-4.172379e-02	-5.203729e-02
6.051         	4.557570e-03	2.836071e-01	-9.473207e-02	-4.280847e-02	-5.192361e-02
