# y+ ()       
# Time        	patch         	min           	max           	average       
2000          	WALL	9.301246e-05	2.187049e+00	3.281780e-01
2000          	CUBE1	3.088852e-04	2.555819e+00	1.922073e-01
2000          	CUBE2	1.053115e-04	2.472840e+00	1.999147e-01
