# y+ ()       
# Time        	patch         	min           	max           	average       
2000          	WALL	4.055227e-04	2.217403e+00	3.022189e-01
2000          	CUBE1	5.260535e-04	2.538246e+00	1.745793e-01
2000          	CUBE2	4.591089e-04	2.322243e+00	1.958578e-01
