# y+ ()       
# Time        	patch         	min           	max           	average       
2000          	WALL	2.704700e-04	2.220228e+00	2.726631e-01
2000          	CUBE1	3.062103e-04	2.506316e+00	1.733006e-01
2000          	CUBE2	3.308686e-04	1.687922e+00	1.253160e-01
