# y+ ()       
# Time        	patch         	min           	max           	average       
2000          	WALL	1.424732e-04	2.152967e+00	3.226266e-01
2000          	CUBE1	1.610072e-04	2.421788e+00	2.070117e-01
2000          	CUBE2	4.820793e-04	2.335744e+00	2.025199e-01
