# y+ ()       
# Time        	patch         	min           	max           	average       
2000          	WALL	6.694765e-04	3.610150e+00	5.529106e-01
2000          	CUBE1	8.015428e-04	3.149283e+00	2.785601e-01
2000          	CUBE2	6.695237e-04	2.043060e+00	2.020726e-01
