# y+ ()       
# Time        	patch         	min           	max           	average       
2000          	WALL	4.581252e-04	2.206492e+00	3.433178e-01
2000          	CUBE1	6.306320e-04	2.631754e+00	1.727749e-01
2000          	CUBE2	5.186624e-04	2.545666e+00	2.105252e-01
