0 	0 	0 	0
0.00138042 	-0.0717301 	-0.000115387 	0.0210929
0.00276083 	-0.143509 	-0.000231114 	0.0422769
0.00419137 	-0.191052 	-0.000645022 	0.0613142
0.0056219 	-0.238632 	-0.00106051 	0.0804254
0.00710438 	-0.25956 	-0.00170032 	0.0922861
0.00858685 	-0.280509 	-0.00234285 	0.104191
0.0101231 	-0.286676 	-0.00306242 	0.109964
0.0116594 	-0.29285 	-0.00378504 	0.115756
0.0132515 	-0.29416 	-0.00455504 	0.118891
0.0148436 	-0.29547 	-0.00532812 	0.122036
0.0164935 	-0.295091 	-0.00615006 	0.124073
0.0181434 	-0.294712 	-0.00697512 	0.126117
0.0198531 	-0.293599 	-0.00784133 	0.127618
0.0215629 	-0.292484 	-0.00871067 	0.129124
0.0233348 	-0.290984 	-0.00961297 	0.130325
0.0251066 	-0.289482 	-0.0105183 	0.131529
0.0269428 	-0.287747 	-0.0114539 	0.132542
0.028779 	-0.286011 	-0.0123925 	0.133558
0.0306819 	-0.284119 	-0.013361 	0.134446
0.0325847 	-0.282226 	-0.0143324 	0.135337
0.0345567 	-0.280223 	-0.0153343 	0.136138
0.0365286 	-0.278217 	-0.016339 	0.13694
0.0385722 	-0.276128 	-0.0173749 	0.137677
0.0406157 	-0.274035 	-0.0184137 	0.138415
0.0427334 	-0.271876 	-0.0194848 	0.139104
0.0448512 	-0.269714 	-0.0205586 	0.139793
0.0470458 	-0.267495 	-0.0216658 	0.140444
0.0492404 	-0.265274 	-0.0227758 	0.141095
0.0515147 	-0.263001 	-0.0239203 	0.141715
0.053789 	-0.260725 	-0.0250675 	0.142336
0.0561459 	-0.2584 	-0.0262503 	0.142931
0.0585028 	-0.256072 	-0.0274358 	0.143528
0.0609452 	-0.253692 	-0.0286579 	0.144102
0.0633877 	-0.251309 	-0.0298825 	0.144678
0.0659188 	-0.248871 	-0.0311446 	0.145235
0.0684499 	-0.24643 	-0.0324091 	0.145794
0.071073 	-0.243928 	-0.0337118 	0.146337
0.073696 	-0.241423 	-0.035017 	0.146882
0.0764142 	-0.238853 	-0.0363615 	0.147412
0.0791325 	-0.236279 	-0.0377084 	0.147945
0.0819494 	-0.233637 	-0.0390958 	0.148465
0.0847664 	-0.23099 	-0.0404856 	0.148986
0.0876856 	-0.228272 	-0.0419173 	0.149497
0.0906048 	-0.225551 	-0.0433514 	0.150009
0.0936301 	-0.222756 	-0.0448284 	0.150511
0.0966553 	-0.219957 	-0.0463079 	0.151014
0.0997903 	-0.217083 	-0.0478313 	0.151508
0.102925 	-0.214205 	-0.0493571 	0.152004
0.102925 	-0.214205 	-0.0493571 	0.152004
0.106174 	-0.211247 	-0.0509286 	0.152491
0.109423 	-0.208285 	-0.0525026 	0.15298
0.11279 	-0.205235 	-0.0541255 	0.153461
0.116157 	-0.202181 	-0.0557511 	0.153945
0.119646 	-0.199029 	-0.0574297 	0.154425
0.123135 	-0.195872 	-0.0591113 	0.154907
0.126751 	-0.192608 	-0.0608492 	0.155388
0.130366 	-0.189339 	-0.0625903 	0.155871
0.134113 	-0.18596 	-0.0643901 	0.156356
0.13786 	-0.182576 	-0.0661932 	0.156844
0.141744 	-0.179082 	-0.0680561 	0.157335
0.145627 	-0.175582 	-0.0699227 	0.157829
0.149651 	-0.171979 	-0.0718484 	0.158327
0.153675 	-0.168371 	-0.073778 	0.158828
0.157845 	-0.164669 	-0.0757644 	0.159331
0.162015 	-0.160963 	-0.0777548 	0.159838
0.166337 	-0.157173 	-0.0797984 	0.160345
0.170658 	-0.15338 	-0.0818459 	0.160856
0.175137 	-0.149514 	-0.0839417 	0.161364
0.179615 	-0.145646 	-0.0860416 	0.161876
0.184256 	-0.141713 	-0.088184 	0.162382
0.188897 	-0.137779 	-0.0903305 	0.162892
0.193707 	-0.133787 	-0.0925137 	0.163393
0.198516 	-0.129792 	-0.0947009 	0.163897
0.203501 	-0.125744 	-0.0969197 	0.164387
0.208485 	-0.121695 	-0.0991424 	0.16488
0.21365 	-0.117592 	-0.101392 	0.165355
0.218815 	-0.113488 	-0.103645 	0.165833
0.224168 	-0.109331 	-0.105921 	0.166286
0.22952 	-0.105173 	-0.108201 	0.166744
0.22952 	-0.105173 	-0.108201 	0.166744
0.235067 	-0.100961 	-0.110499 	0.167171
0.240614 	-0.0967474 	-0.112801 	0.167602
0.246363 	-0.0924779 	-0.115115 	0.167998
0.252111 	-0.0882084 	-0.117433 	0.168397
0.258068 	-0.0838806 	-0.119759 	0.168757
0.264025 	-0.079553 	-0.122088 	0.169119
0.270199 	-0.0751648 	-0.124418 	0.169436
0.276372 	-0.0707773 	-0.126752 	0.169757
0.28277 	-0.066327 	-0.129079 	0.170028
0.289167 	-0.0618778 	-0.131409 	0.170303
0.295797 	-0.0573627 	-0.133723 	0.170524
0.302427 	-0.0528491 	-0.136041 	0.170749
