# y+ ()       
# Time        	patch         	min           	max           	average       
2000          	WALL	1.318653e-04	2.120374e+00	3.119674e-01
2000          	CUBE1	1.490195e-04	2.367215e+00	2.202306e-01
2000          	CUBE2	3.832655e-04	2.276893e+00	2.116773e-01
