# y+ ()       
# Time        	patch         	min           	max           	average       
2000          	WALL	2.201707e-04	2.197766e+00	3.411989e-01
2000          	CUBE1	2.891417e-04	2.645554e+00	1.861902e-01
2000          	CUBE2	2.488121e-04	2.460923e+00	1.982401e-01
