0 	0.000145966 	2.46421e-08 	0.0055982
0.00184056 	0.000167416 	3.19553e-07 	0.00540311
0.00368111 	0.000189315 	6.38764e-07 	0.00540351
0.00558849 	0.00043038 	3.8043e-06 	0.00540409
0.00749587 	0.000668803 	6.91888e-06 	0.00540507
0.00947248 	0.00113244 	1.67067e-05 	0.0054059
0.0114491 	0.00158828 	2.62717e-05 	0.00540727
0.0134975 	0.00198082 	4.21066e-05 	0.00540835
0.0155459 	0.00236522 	5.7557e-05 	0.00541015
0.0176687 	0.00259656 	7.70401e-05 	0.00541139
0.0197915 	0.00282242 	9.62647e-05 	0.00541345
0.0219913 	0.00295581 	0.000118514 	0.00541469
0.0241911 	0.00308608 	0.000140766 	0.00541677
0.0264708 	0.00317357 	0.000165208 	0.00541793
0.0287506 	0.00325925 	0.000189768 	0.00541988
0.031113 	0.00332746 	0.000216008 	0.00542098
0.0334755 	0.00339437 	0.000242361 	0.00542281
0.0359237 	0.00345474 	0.000270009 	0.00542389
0.038372 	0.00351401 	0.000297687 	0.00542568
0.0409091 	0.00357138 	0.000326309 	0.00542677
0.0434463 	0.00362776 	0.000354818 	0.0054286
0.0460755 	0.00368414 	0.000383967 	0.00542974
0.0487048 	0.00373957 	0.000412813 	0.00543164
0.0514295 	0.00379569 	0.000442069 	0.00543282
0.0541543 	0.00385086 	0.000470796 	0.0054348
0.0569779 	0.00390684 	0.00049982 	0.00543601
0.0598016 	0.00396183 	0.000528071 	0.00543805
0.0627277 	0.00401753 	0.000556667 	0.00543929
0.0656539 	0.00407216 	0.000584249 	0.00544135
0.0686863 	0.00412733 	0.000612384 	0.00544258
0.0717187 	0.00418132 	0.000639284 	0.00544463
0.0748612 	0.00423564 	0.0006671 	0.00544581
0.0780037 	0.00428868 	0.000693459 	0.00544779
0.0812603 	0.00434183 	0.000721373 	0.0054489
0.0845169 	0.00439363 	0.000747552 	0.00545077
0.0878917 	0.00444529 	0.000784976 	0.00545182
0.0912666 	0.00449557 	0.000811799 	0.00545356
0.0947639 	0.00454547 	0.000851807 	0.00545453
0.0982613 	0.00459399 	0.000881632 	0.00545617
0.101886 	0.00464189 	0.000916358 	0.0054571
0.10551 	0.00468847 	0.000950523 	0.00545867
0.109266 	0.00473416 	0.000986179 	0.00545959
0.113022 	0.00477872 	0.00102051 	0.00546114
0.116914 	0.00482208 	0.0010583 	0.00546208
0.120806 	0.00486458 	0.00109443 	0.00546366
0.12484 	0.00490558 	0.00113238 	0.00546462
0.128874 	0.00494609 	0.00116786 	0.00546622
0.133054 	0.0049847 	0.00120361 	0.00546718
0.137234 	0.00502335 	0.00123528 	0.00546878
0.141565 	0.00505958 	0.00126947 	0.00546971
0.145897 	0.00509652 	0.00129977 	0.00547126
