# y+ ()       
# Time        	patch         	min           	max           	average       
2000          	WALL	1.737029e-04	2.211100e+00	3.369886e-01
2000          	CUBE1	6.484469e-04	2.568543e+00	1.705820e-01
2000          	CUBE2	1.966718e-04	2.540666e+00	2.125664e-01
