# y+ ()       
# Time        	patch         	min           	max           	average       
2000          	WALL	1.171038e-04	2.134210e+00	3.169254e-01
2000          	CUBE1	1.325973e-04	2.354455e+00	2.094552e-01
2000          	CUBE2	3.362913e-04	2.326482e+00	2.132086e-01
