# y+ ()       
# Time        	patch         	min           	max           	average       
2000          	WALL	1.579236e-04	2.031761e+00	2.936985e-01
2000          	CUBE1	3.004970e-04	2.202549e+00	2.317347e-01
2000          	CUBE2	1.784675e-04	2.319265e+00	2.183833e-01
