Iteration	CPUTime	PhysTime	Travels
132	12	0.348082099	2.7435404
133	12	0.35	2.7643248
134	12	0.353286833	2.78510919
135	12	0.35656874	2.80589359
136	12	0.359883935	2.82667799
137	12	0.36	2.84746239
138	12	0.363343252	2.86824678
139	12	0.366694979	2.88903118
140	13	0.37	2.90981558
141	13	0.373296765	2.93059997
142	13	0.376580217	2.95138437
143	13	0.379855156	2.97216877
144	13	0.38	2.99295316
145	13	0.383285931	3.01373756
146	13	0.386604166	3.03452196
147	13	0.389932153	3.05530635
148	13	0.39	3.07609075
149	13	0.393306888	3.09687515
150	13	0.396616975	3.11765955
151	13	0.399941181	3.13844394
152	13	0.4	3.15922834
153	13	0.403294	3.18001274
154	14	0.406109227	3.20079713
155	14	0.408987388	3.22158153
156	14	0.41	3.24236593
157	14	0.412791026	3.26315032
158	14	0.415758489	3.28393472
159	14	0.418857567	3.30471912
160	14	0.42	3.32550352
161	14	0.423330558	3.34628791
162	14	0.426754271	3.36707231
163	14	0.43	3.38785671
164	14	0.433342947	3.4086411
165	14	0.436710722	3.4294255
166	14	0.44	3.4502099
167	15	0.443308263	3.47099429
168	15	0.446594651	3.49177869
169	15	0.44985807	3.51256309
170	15	0.45	3.53334749
171	15	0.45327888	3.55413188
172	15	0.45658643	3.57491628
173	15	0.459893022	3.59570068
174	15	0.46	3.61648507
175	15	0.463287432	3.63726947
176	15	0.466254831	3.65805387
177	15	0.469279596	3.67883826
178	15	0.47	3.69962266
179	15	0.473043695	3.72040706
180	16	0.476125862	3.74119146
181	16	0.479225949	3.76197585
182	16	0.48	3.78276025
183	16	0.483133221	3.80354465
184	16	0.486308811	3.82432904
185	16	0.489563592	3.84511344
186	16	0.49	3.86589784
187	16	0.493304832	3.88668223
188	16	0.496663382	3.90746663
189	16	0.499988059	3.92825103
190	16	0.503303244	3.94903542
191	16	0.506612783	3.96981982
192	16	0.509931456	3.99060422
193	17	0.51	4.01138862
194	17	0.513332759	4.03217301
195	17	0.516648472	4.05295741
196	17	0.519914147	4.07374181
197	17	0.52	4.0945262
198	17	0.523253078	4.1153106
199	17	0.526470103	4.136095
200	17	0.529725705	4.15687939
201	17	0.53	4.17766379
202	17	0.533243591	4.19844819
203	17	0.536516318	4.21923259
204	17	0.539823564	4.24001698
205	18	0.54	4.26080138
206	18	0.543355316	4.28158578
207	18	0.546664274	4.30237017
208	18	0.55	4.32315457
209	18	0.553399174	4.34393897
210	18	0.556787575	4.36472336
211	18	0.56	4.38550776
212	18	0.563347255	4.40629216
213	18	0.566707506	4.42707656
214	18	0.57	4.44786095
215	18	0.573309851	4.46864535
216	18	0.576593521	4.48942975
217	18	0.579863951	4.51021414
218	19	0.58	4.53099854
219	19	0.583270395	4.55178294
220	19	0.586549078	4.57256733
221	19	0.589879394	4.59335173
222	19	0.59	4.61413613
223	19	0.59334807	4.63492052
224	19	0.596662387	4.65570492
225	19	0.599956359	4.67648932
226	19	0.6	4.69727372
227	19	0.603252844	4.71805811
228	19	0.606438552	4.73884251
229	19	0.61	4.75962691
230	19	0.613407161	4.7804113
231	20	0.616883417	4.8011957
232	20	0.62	4.8219801
233	20	0.623308801	4.84276449
234	20	0.626573652	4.86354889
235	20	0.629808361	4.88433329
236	20	0.63	4.90511769
237	20	0.633266221	4.92590208
238	20	0.636519016	4.94668648
239	20	0.63973949	4.96747088
240	20	0.64	4.98825527
241	20	0.643279566	5.00903967
242	20	0.646569148	5.02982407
243	20	0.649838412	5.05060846
244	20	0.65	5.07139286
245	21	0.653266244	5.09217726
246	21	0.656521509	5.11296166
247	21	0.65979919	5.13374605
248	21	0.66	5.15453045
249	21	0.663270836	5.17531485
250	21	0.666567111	5.19609924
251	21	0.670004792	5.21688364
252	21	0.673476801	5.23766804
253	21	0.676859807	5.25845243
254	21	0.68	5.27923683
255	21	0.68326129	5.30002123
256	21	0.686498249	5.32080562
257	21	0.689741282	5.34159002
258	22	0.69	5.36237442
259	22	0.69326196	5.38315882
260	22	0.696544457	5.40394321
261	22	0.699901219	5.42472761
262	22	0.7	5.44551201
263	22	0.703342924	5.4662964
264	22	0.706652199	5.4870808
265	22	0.709936194	5.5078652
266	22	0.71	5.52864959
267	22	0.713295947	5.54943399
268	22	0.716355397	5.57021839
269	22	0.71981273	5.59100279
270	22	0.72	5.61178718
271	23	0.723614805	5.63257158
272	23	0.727060607	5.65335598
273	23	0.73	5.67414037
274	23	0.733429452	5.69492477
275	23	0.73682746	5.71570917
276	23	0.74	5.73649356
277	23	0.743279226	5.75727796
278	23	0.746561063	5.77806236
279	23	0.749856965	5.79884676
280	23	0.75	5.81963115
281	23	0.753318221	5.84041555
282	23	0.75662431	5.86119995
283	23	0.759858159	5.88198434
284	24	0.76	5.90276874
285	24	0.763194712	5.92355314
286	24	0.766387835	5.94433753
287	24	0.769598059	5.96512193
288	24	0.77	5.98590633
289	24	0.773278575	6.00669073
290	24	0.776607417	6.02747512
291	24	0.77998135	6.04825952
292	24	0.78	6.06904392
293	24	0.783311735	6.08982831
294	24	0.786302356	6.11061271
295	24	0.78940897	6.13139711
296	24	0.79	6.1521815
297	25	0.793169614	6.1729659
298	25	0.796466668	6.1937503
299	25	0.799917107	6.21453469
300	25	0.8	6.23531909
301	25	0.803472362	6.25610349
302	25	0.806718467	6.27688789
303	25	0.810010151	6.29767228
304	25	0.813289124	6.31845668
305	25	0.816569178	6.33924108
306	25	0.819879878	6.36002547
307	25	0.82	6.38080987
308	25	0.823367515	6.40159427
309	25	0.826553377	6.42237866
310	26	0.829855895	6.44316306
311	26	0.83	6.46394746
312	26	0.833323909	6.48473186
313	26	0.836258453	6.50551625
314	26	0.839488482	6.52630065
315	26	0.84	6.54708505
316	26	0.843174204	6.56786944
317	26	0.846333594	6.58865384
318	26	0.849572613	6.60943824
319	26	0.85	6.63022263
320	26	0.853284794	6.65100703
321	26	0.856599236	6.67179143
322	26	0.859963601	6.69257583
323	27	0.86	6.71336022
324	27	0.863387857	6.73414462
325	27	0.865288043	6.75492902
326	27	0.868891956	6.77571341
327	27	0.87	6.79649781
328	27	0.873733554	6.81728221
329	27	0.8775578	6.8380666
330	27	0.88	6.858851
331	27	0.883655562	6.8796354
332	27	0.887253705	6.90041979
333	27	0.89	6.92120419
334	27	0.893372	6.94198859
335	28	0.896697309	6.96277299
336	28	0.899997347	6.98355738
337	28	0.903317498	7.00434178
338	28	0.906664144	7.02512618
339	28	0.90997935	7.04591057
340	28	0.91	7.06669497
341	28	0.913291593	7.08747937
342	28	0.916547832	7.10826376
343	28	0.919888268	7.12904816
344	28	0.92	7.14983256
345	28	0.923279204	7.17061696
346	28	0.92623789	7.19140135
347	28	0.929223113	7.21218575
348	29	0.93	7.23297015
349	29	0.933100153	7.25375454
350	29	0.936243685	7.27453894
351	29	0.939352263	7.29532334
352	29	0.94	7.31610773
353	29	0.943196009	7.33689213
354	29	0.946427393	7.35767653
355	29	0.94963135	7.37846093
356	29	0.95	7.39924532
357	29	0.953242912	7.42002972
358	29	0.956504418	7.44081412
359	29	0.959836764	7.46159851
360	30	0.96	7.48238291
361	30	0.96335262	7.50316731
362	30	0.966692731	7.5239517
363	30	0.97	7.5447361
364	30	0.973307417	7.5655205
365	30	0.976598976	7.58630489
366	30	0.97987219	7.60708929
367	30	0.98	7.62787369
368	30	0.983285702	7.64865809
369	30	0.986590331	7.66944248
370	30	0.989891539	7.69022688
371	30	0.99	7.71101128
372	30	0.993274648	7.73179567
373	31	0.996500089	7.75258007
374	31	0.999907977	7.77336447
375	31	1	7.79414886
