Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
55	5	0.11	1.14314183	0	0	0	0	0	0.001	0	1000	0	0	3
56	6	0.113350899	1.16392623	0	0	0	0	0	0.001	0	1000	0	0	3
57	6	0.116703216	1.18471063	0	0	0	0	0	0.001	0	1000	0	0	3
58	6	0.12	1.20549502	0	0	0	0	0	0.001	0	1000	0	0	3
59	6	0.123356498	1.22627942	0	0	0	0	0	0.001	0	1000	0	0	3
60	6	0.126715239	1.24706382	0	0	0	0	0	0.001	0	1000	0	0	3
61	6	0.13	1.26784822	0	0	0	0	0	0.001	0	1000	0	0	3
62	6	0.133357902	1.28863261	0	0	0	0	0	0.001	0	1000	0	0	3
63	6	0.136716322	1.30941701	0	0	0	0	0	0.001	0	1000	0	0	3
64	6	0.14	1.33020141	0	0	0	0	0	0.001	0	1000	0	0	3
65	6	0.143361783	1.3509858	0	0	0	0	0	0.001	0	1000	0	0	3
66	6	0.146722053	1.3717702	0	0	0	0	0	0.001	0	1000	0	0	3
67	6	0.15	1.3925546	0	0	0	0	0	0.001	0	1000	0	0	3
68	7	0.153355862	1.41333899	0	0	0	0	0	0.001	0	1000	0	0	3
69	7	0.156709761	1.43412339	0	0	0	0	0	0.001	0	1000	0	0	3
70	7	0.16	1.45490779	0	0	0	0	0	0.001	0	1000	0	0	3
71	7	0.163352765	1.47569219	0	0	0	0	0	0.001	0	1000	0	0	3
72	7	0.166706756	1.49647658	0	0	0	0	0	0.001	0	1000	0	0	3
73	7	0.17	1.51726098	0	0	0	0	0	0.001	0	1000	0	0	3
74	7	0.173360267	1.53804538	0	0	0	0	0	0.001	0	1000	0	0	3
75	7	0.176720361	1.55882977	0	0	0	0	0	0.001	0	1000	0	0	3
76	7	0.18	1.57961417	0	0	0	0	0	0.001	0	1000	0	0	3
77	7	0.183351967	1.60039857	0	0	0	0	0	0.001	0	1000	0	0	3
78	7	0.186701668	1.62118296	0	0	0	0	0	0.001	0	1000	0	0	3
79	8	0.19	1.64196736	0	0	0	0	0	0.001	0	1000	0	0	3
80	8	0.193351267	1.66275176	0	0	0	0	0	0.001	0	1000	0	0	3
81	8	0.196706715	1.68353615	0	0	0	0	0	0.001	0	1000	0	0	3
82	8	0.2	1.70432055	0	0	0	0	0	0.001	0	1000	0	0	3
83	8	0.203357123	1.72510495	0	0	0	0	0	0.001	0	1000	0	0	3
84	8	0.206706952	1.74588935	0	0	0	0	0	0.001	0	1000	0	0	3
85	8	0.21	1.76667374	0	0	0	0	0	0.001	0	1000	0	0	3
86	8	0.213335787	1.78745814	0	0	0	0	0	0.001	0	1000	0	0	3
87	8	0.216670134	1.80824254	0	0	0	0	0	0.001	0	1000	0	0	3
88	8	0.220005719	1.82902693	0	0	0	0	0	0.001	0	1000	0	0	3
89	8	0.223345746	1.84981133	0	0	0	0	0	0.001	0	1000	0	0	3
90	8	0.226693065	1.87059573	0	0	0	0	0	0.001	0	1000	0	0	3
91	9	0.23	1.89138012	0	0	0	0	0	0.001	0	1000	0	0	3
92	9	0.233360552	1.91216452	0	0	0	0	0	0.001	0	1000	0	0	3
93	9	0.236708904	1.93294892	0	0	0	0	0	0.001	0	1000	0	0	3
94	9	0.24	1.95373332	0	0	0	0	0	0.001	0	1000	0	0	3
95	9	0.243333859	1.97451771	0	0	0	0	0	0.001	0	1000	0	0	3
96	9	0.246668111	1.99530211	0	0	0	0	0	0.001	0	1000	0	0	3
97	9	0.25000689	2.01608651	0	0	0	0	0	0.001	0	1000	0	0	3
98	9	0.253354523	2.0368709	0	0	0	0	0	0.001	0	1000	0	0	3
99	9	0.256713946	2.0576553	0	0	0	0	0	0.001	0	1000	0	0	3
100	9	0.26	2.0784397	0	0	0	0	0	0.001	0	1000	0	0	3
101	10	0.263336737	2.09922409	0	0	0	0	0	0.001	0	1000	0	0	3
102	10	0.266661533	2.12000849	0	0	0	0	0	0.001	0	1000	0	0	3
103	10	0.269979079	2.14079289	0	0	0	0	0	0.001	0	1000	0	0	3
104	10	0.27	2.16157729	0	0	0	0	0	0.001	0	1000	0	0	3
105	10	0.273318462	2.18236168	0	0	0	0	0	0.001	0	1000	0	0	3
106	10	0.276655997	2.20314608	0	0	0	0	0	0.001	0	1000	0	0	3
107	10	0.280015226	2.22393048	0	0	0	0	0	0.001	0	1000	0	0	3
108	10	0.283366113	2.24471487	0	0	0	0	0	0.001	0	1000	0	0	3
109	10	0.286698744	2.26549927	0	0	0	0	0	0.001	0	1000	0	0	3
110	10	0.290011246	2.28628367	0	0	0	0	0	0.001	0	1000	0	0	3
111	10	0.293316243	2.30706806	0	0	0	0	0	0.001	0	1000	0	0	3
112	10	0.296615716	2.32785246	0	0	0	0	0	0.001	0	1000	0	0	3
113	11	0.29991906	2.34863686	0	0	0	0	0	0.001	0	1000	0	0	3
114	11	0.3	2.36942125	0	0	0	0	0	0.001	0	1000	0	0	3
115	11	0.303317458	2.39020565	0	0	0	0	0	0.001	0	1000	0	0	3
116	11	0.306674967	2.41099005	0	0	0	0	0	0.001	0	1000	0	0	3
117	11	0.31001576	2.43177445	0	0	0	0	0	0.001	0	1000	0	0	3
118	11	0.313317655	2.45255884	0	0	0	0	0	0.001	0	1000	0	0	3
119	11	0.316593308	2.47334324	0	0	0	0	0	0.001	0	1000	0	0	3
120	11	0.319852138	2.49412764	0	0	0	0	0	0.001	0	1000	0	0	3
121	11	0.32	2.51491203	0	0	0	0	0	0.001	0	1000	0	0	3
122	11	0.323251163	2.53569643	0	0	0	0	0	0.001	0	1000	0	0	3
123	11	0.326509093	2.55648083	0	0	0	0	0	0.001	0	1000	0	0	3
124	11	0.32978221	2.57726522	0	0	0	0	0	0.001	0	1000	0	0	3
125	11	0.33	2.59804962	0	0	0	0	0	0.001	0	1000	0	0	3
126	12	0.333302835	2.61883402	0	0	0	0	0	0.001	0	1000	0	0	3
127	12	0.336650059	2.63961842	0	0	0	0	0	0.001	0	1000	0	0	3
128	12	0.339979887	2.66040281	0	0	0	0	0	0.001	0	1000	0	0	3
129	12	0.34	2.68118721	0	0	0	0	0	0.001	0	1000	0	0	3
130	12	0.343297186	2.70197161	0	0	0	0	0	0.001	0	1000	0	0	3
131	12	0.344891775	2.722756	0	0	0	0	0	0.001	0	1000	0	0	3
132	12	0.348082099	2.7435404	0	0	0	0	0	0.001	0	1000	0	0	3
133	12	0.35	2.7643248	0	0	0	0	0	0.001	0	1000	0	0	3
134	12	0.353286833	2.78510919	0	0	0	0	0	0.001	0	1000	0	0	3
135	12	0.35656874	2.80589359	0	0	0	0	0	0.001	0	1000	0	0	3
136	12	0.359883935	2.82667799	0	0	0	0	0	0.001	0	1000	0	0	3
137	12	0.36	2.84746239	0	0	0	0	0	0.001	0	1000	0	0	3
138	12	0.363343252	2.86824678	0	0	0	0	0	0.001	0	1000	0	0	3
139	12	0.366694979	2.88903118	0	0	0	0	0	0.001	0	1000	0	0	3
140	13	0.37	2.90981558	0	0	0	0	0	0.001	0	1000	0	0	3
141	13	0.373296765	2.93059997	0	0	0	0	0	0.001	0	1000	0	0	3
142	13	0.376580217	2.95138437	0	0	0	0	0	0.001	0	1000	0	0	3
143	13	0.379855156	2.97216877	0	0	0	0	0	0.001	0	1000	0	0	3
144	13	0.38	2.99295316	0	0	0	0	0	0.001	0	1000	0	0	3
145	13	0.383285931	3.01373756	0	0	0	0	0	0.001	0	1000	0	0	3
146	13	0.386604166	3.03452196	0	0	0	0	0	0.001	0	1000	0	0	3
147	13	0.389932153	3.05530635	0	0	0	0	0	0.001	0	1000	0	0	3
148	13	0.39	3.07609075	0	0	0	0	0	0.001	0	1000	0	0	3
149	13	0.393306888	3.09687515	0	0	0	0	0	0.001	0	1000	0	0	3
150	13	0.396616975	3.11765955	0	0	0	0	0	0.001	0	1000	0	0	3
151	13	0.399941181	3.13844394	0	0	0	0	0	0.001	0	1000	0	0	3
152	13	0.4	3.15922834	0	0	0	0	0	0.001	0	1000	0	0	3
153	13	0.403294	3.18001274	0	0	0	0	0	0.001	0	1000	0	0	3
154	14	0.406109227	3.20079713	0	0	0	0	0	0.001	0	1000	0	0	3
155	14	0.408987388	3.22158153	0	0	0	0	0	0.001	0	1000	0	0	3
156	14	0.41	3.24236593	0	0	0	0	0	0.001	0	1000	0	0	3
157	14	0.412791026	3.26315032	0	0	0	0	0	0.001	0	1000	0	0	3
158	14	0.415758489	3.28393472	0	0	0	0	0	0.001	0	1000	0	0	3
159	14	0.418857567	3.30471912	0	0	0	0	0	0.001	0	1000	0	0	3
160	14	0.42	3.32550352	0	0	0	0	0	0.001	0	1000	0	0	3
161	14	0.423330558	3.34628791	0	0	0	0	0	0.001	0	1000	0	0	3
162	14	0.426754271	3.36707231	0	0	0	0	0	0.001	0	1000	0	0	3
163	14	0.43	3.38785671	0	0	0	0	0	0.001	0	1000	0	0	3
164	14	0.433342947	3.4086411	0	0	0	0	0	0.001	0	1000	0	0	3
165	14	0.436710722	3.4294255	0	0	0	0	0	0.001	0	1000	0	0	3
166	14	0.44	3.4502099	0	0	0	0	0	0.001	0	1000	0	0	3
167	15	0.443308263	3.47099429	0	0	0	0	0	0.001	0	1000	0	0	3
168	15	0.446594651	3.49177869	0	0	0	0	0	0.001	0	1000	0	0	3
169	15	0.44985807	3.51256309	0	0	0	0	0	0.001	0	1000	0	0	3
170	15	0.45	3.53334749	0	0	0	0	0	0.001	0	1000	0	0	3
171	15	0.45327888	3.55413188	0	0	0	0	0	0.001	0	1000	0	0	3
172	15	0.45658643	3.57491628	0	0	0	0	0	0.001	0	1000	0	0	3
173	15	0.459893022	3.59570068	0	0	0	0	0	0.001	0	1000	0	0	3
174	15	0.46	3.61648507	0	0	0	0	0	0.001	0	1000	0	0	3
175	15	0.463287432	3.63726947	0	0	0	0	0	0.001	0	1000	0	0	3
176	15	0.466254831	3.65805387	0	0	0	0	0	0.001	0	1000	0	0	3
177	15	0.469279596	3.67883826	0	0	0	0	0	0.001	0	1000	0	0	3
178	15	0.47	3.69962266	0	0	0	0	0	0.001	0	1000	0	0	3
179	15	0.473043695	3.72040706	0	0	0	0	0	0.001	0	1000	0	0	3
180	16	0.476125862	3.74119146	0	0	0	0	0	0.001	0	1000	0	0	3
181	16	0.479225949	3.76197585	0	0	0	0	0	0.001	0	1000	0	0	3
182	16	0.48	3.78276025	0	0	0	0	0	0.001	0	1000	0	0	3
183	16	0.483133221	3.80354465	0	0	0	0	0	0.001	0	1000	0	0	3
184	16	0.486308811	3.82432904	0	0	0	0	0	0.001	0	1000	0	0	3
185	16	0.489563592	3.84511344	0	0	0	0	0	0.001	0	1000	0	0	3
186	16	0.49	3.86589784	0	0	0	0	0	0.001	0	1000	0	0	3
187	16	0.493304832	3.88668223	0	0	0	0	0	0.001	0	1000	0	0	3
188	16	0.496663382	3.90746663	0	0	0	0	0	0.001	0	1000	0	0	3
189	16	0.499988059	3.92825103	0	0	0	0	0	0.001	0	1000	0	0	3
190	16	0.503303244	3.94903542	0	0	0	0	0	0.001	0	1000	0	0	3
191	16	0.506612783	3.96981982	0	0	0	0	0	0.001	0	1000	0	0	3
192	16	0.509931456	3.99060422	0	0	0	0	0	0.001	0	1000	0	0	3
193	17	0.51	4.01138862	0	0	0	0	0	0.001	0	1000	0	0	3
194	17	0.513332759	4.03217301	0	0	0	0	0	0.001	0	1000	0	0	3
195	17	0.516648472	4.05295741	0	0	0	0	0	0.001	0	1000	0	0	3
196	17	0.519914147	4.07374181	0	0	0	0	0	0.001	0	1000	0	0	3
197	17	0.52	4.0945262	0	0	0	0	0	0.001	0	1000	0	0	3
198	17	0.523253078	4.1153106	0	0	0	0	0	0.001	0	1000	0	0	3
199	17	0.526470103	4.136095	0	0	0	0	0	0.001	0	1000	0	0	3
200	17	0.529725705	4.15687939	0	0	0	0	0	0.001	0	1000	0	0	3
201	17	0.53	4.17766379	0	0	0	0	0	0.001	0	1000	0	0	3
202	17	0.533243591	4.19844819	0	0	0	0	0	0.001	0	1000	0	0	3
203	17	0.536516318	4.21923259	0	0	0	0	0	0.001	0	1000	0	0	3
204	17	0.539823564	4.24001698	0	0	0	0	0	0.001	0	1000	0	0	3
205	18	0.54	4.26080138	0	0	0	0	0	0.001	0	1000	0	0	3
206	18	0.543355316	4.28158578	0	0	0	0	0	0.001	0	1000	0	0	3
207	18	0.546664274	4.30237017	0	0	0	0	0	0.001	0	1000	0	0	3
208	18	0.55	4.32315457	0	0	0	0	0	0.001	0	1000	0	0	3
209	18	0.553399174	4.34393897	0	0	0	0	0	0.001	0	1000	0	0	3
210	18	0.556787575	4.36472336	0	0	0	0	0	0.001	0	1000	0	0	3
211	18	0.56	4.38550776	0	0	0	0	0	0.001	0	1000	0	0	3
212	18	0.563347255	4.40629216	0	0	0	0	0	0.001	0	1000	0	0	3
213	18	0.566707506	4.42707656	0	0	0	0	0	0.001	0	1000	0	0	3
214	18	0.57	4.44786095	0	0	0	0	0	0.001	0	1000	0	0	3
215	18	0.573309851	4.46864535	0	0	0	0	0	0.001	0	1000	0	0	3
216	18	0.576593521	4.48942975	0	0	0	0	0	0.001	0	1000	0	0	3
217	18	0.579863951	4.51021414	0	0	0	0	0	0.001	0	1000	0	0	3
218	19	0.58	4.53099854	0	0	0	0	0	0.001	0	1000	0	0	3
219	19	0.583270395	4.55178294	0	0	0	0	0	0.001	0	1000	0	0	3
220	19	0.586549078	4.57256733	0	0	0	0	0	0.001	0	1000	0	0	3
221	19	0.589879394	4.59335173	0	0	0	0	0	0.001	0	1000	0	0	3
222	19	0.59	4.61413613	0	0	0	0	0	0.001	0	1000	0	0	3
223	19	0.59334807	4.63492052	0	0	0	0	0	0.001	0	1000	0	0	3
224	19	0.596662387	4.65570492	0	0	0	0	0	0.001	0	1000	0	0	3
225	19	0.599956359	4.67648932	0	0	0	0	0	0.001	0	1000	0	0	3
226	19	0.6	4.69727372	0	0	0	0	0	0.001	0	1000	0	0	3
227	19	0.603252844	4.71805811	0	0	0	0	0	0.001	0	1000	0	0	3
228	19	0.606438552	4.73884251	0	0	0	0	0	0.001	0	1000	0	0	3
229	19	0.61	4.75962691	0	0	0	0	0	0.001	0	1000	0	0	3
230	19	0.613407161	4.7804113	0	0	0	0	0	0.001	0	1000	0	0	3
231	20	0.616883417	4.8011957	0	0	0	0	0	0.001	0	1000	0	0	3
232	20	0.62	4.8219801	0	0	0	0	0	0.001	0	1000	0	0	3
233	20	0.623308801	4.84276449	0	0	0	0	0	0.001	0	1000	0	0	3
234	20	0.626573652	4.86354889	0	0	0	0	0	0.001	0	1000	0	0	3
235	20	0.629808361	4.88433329	0	0	0	0	0	0.001	0	1000	0	0	3
236	20	0.63	4.90511769	0	0	0	0	0	0.001	0	1000	0	0	3
237	20	0.633266221	4.92590208	0	0	0	0	0	0.001	0	1000	0	0	3
238	20	0.636519016	4.94668648	0	0	0	0	0	0.001	0	1000	0	0	3
239	20	0.63973949	4.96747088	0	0	0	0	0	0.001	0	1000	0	0	3
240	20	0.64	4.98825527	0	0	0	0	0	0.001	0	1000	0	0	3
241	20	0.643279566	5.00903967	0	0	0	0	0	0.001	0	1000	0	0	3
242	20	0.646569148	5.02982407	0	0	0	0	0	0.001	0	1000	0	0	3
243	20	0.649838412	5.05060846	0	0	0	0	0	0.001	0	1000	0	0	3
244	20	0.65	5.07139286	0	0	0	0	0	0.001	0	1000	0	0	3
245	21	0.653266244	5.09217726	0	0	0	0	0	0.001	0	1000	0	0	3
246	21	0.656521509	5.11296166	0	0	0	0	0	0.001	0	1000	0	0	3
247	21	0.65979919	5.13374605	0	0	0	0	0	0.001	0	1000	0	0	3
248	21	0.66	5.15453045	0	0	0	0	0	0.001	0	1000	0	0	3
249	21	0.663270836	5.17531485	0	0	0	0	0	0.001	0	1000	0	0	3
250	21	0.666567111	5.19609924	0	0	0	0	0	0.001	0	1000	0	0	3
251	21	0.670004792	5.21688364	0	0	0	0	0	0.001	0	1000	0	0	3
252	21	0.673476801	5.23766804	0	0	0	0	0	0.001	0	1000	0	0	3
253	21	0.676859807	5.25845243	0	0	0	0	0	0.001	0	1000	0	0	3
254	21	0.68	5.27923683	0	0	0	0	0	0.001	0	1000	0	0	3
255	21	0.68326129	5.30002123	0	0	0	0	0	0.001	0	1000	0	0	3
256	21	0.686498249	5.32080562	0	0	0	0	0	0.001	0	1000	0	0	3
257	21	0.689741282	5.34159002	0	0	0	0	0	0.001	0	1000	0	0	3
258	22	0.69	5.36237442	0	0	0	0	0	0.001	0	1000	0	0	3
259	22	0.69326196	5.38315882	0	0	0	0	0	0.001	0	1000	0	0	3
260	22	0.696544457	5.40394321	0	0	0	0	0	0.001	0	1000	0	0	3
261	22	0.699901219	5.42472761	0	0	0	0	0	0.001	0	1000	0	0	3
262	22	0.7	5.44551201	0	0	0	0	0	0.001	0	1000	0	0	3
263	22	0.703342924	5.4662964	0	0	0	0	0	0.001	0	1000	0	0	3
264	22	0.706652199	5.4870808	0	0	0	0	0	0.001	0	1000	0	0	3
265	22	0.709936194	5.5078652	0	0	0	0	0	0.001	0	1000	0	0	3
266	22	0.71	5.52864959	0	0	0	0	0	0.001	0	1000	0	0	3
267	22	0.713295947	5.54943399	0	0	0	0	0	0.001	0	1000	0	0	3
268	22	0.716355397	5.57021839	0	0	0	0	0	0.001	0	1000	0	0	3
269	22	0.71981273	5.59100279	0	0	0	0	0	0.001	0	1000	0	0	3
270	22	0.72	5.61178718	0	0	0	0	0	0.001	0	1000	0	0	3
271	23	0.723614805	5.63257158	0	0	0	0	0	0.001	0	1000	0	0	3
272	23	0.727060607	5.65335598	0	0	0	0	0	0.001	0	1000	0	0	3
273	23	0.73	5.67414037	0	0	0	0	0	0.001	0	1000	0	0	3
274	23	0.733429452	5.69492477	0	0	0	0	0	0.001	0	1000	0	0	3
275	23	0.73682746	5.71570917	0	0	0	0	0	0.001	0	1000	0	0	3
276	23	0.74	5.73649356	0	0	0	0	0	0.001	0	1000	0	0	3
277	23	0.743279226	5.75727796	0	0	0	0	0	0.001	0	1000	0	0	3
278	23	0.746561063	5.77806236	0	0	0	0	0	0.001	0	1000	0	0	3
279	23	0.749856965	5.79884676	0	0	0	0	0	0.001	0	1000	0	0	3
280	23	0.75	5.81963115	0	0	0	0	0	0.001	0	1000	0	0	3
281	23	0.753318221	5.84041555	0	0	0	0	0	0.001	0	1000	0	0	3
282	23	0.75662431	5.86119995	0	0	0	0	0	0.001	0	1000	0	0	3
283	23	0.759858159	5.88198434	0	0	0	0	0	0.001	0	1000	0	0	3
284	24	0.76	5.90276874	0	0	0	0	0	0.001	0	1000	0	0	3
285	24	0.763194712	5.92355314	0	0	0	0	0	0.001	0	1000	0	0	3
286	24	0.766387835	5.94433753	0	0	0	0	0	0.001	0	1000	0	0	3
287	24	0.769598059	5.96512193	0	0	0	0	0	0.001	0	1000	0	0	3
288	24	0.77	5.98590633	0	0	0	0	0	0.001	0	1000	0	0	3
289	24	0.773278575	6.00669073	0	0	0	0	0	0.001	0	1000	0	0	3
290	24	0.776607417	6.02747512	0	0	0	0	0	0.001	0	1000	0	0	3
291	24	0.77998135	6.04825952	0	0	0	0	0	0.001	0	1000	0	0	3
292	24	0.78	6.06904392	0	0	0	0	0	0.001	0	1000	0	0	3
293	24	0.783311735	6.08982831	0	0	0	0	0	0.001	0	1000	0	0	3
294	24	0.786302356	6.11061271	0	0	0	0	0	0.001	0	1000	0	0	3
295	24	0.78940897	6.13139711	0	0	0	0	0	0.001	0	1000	0	0	3
296	24	0.79	6.1521815	0	0	0	0	0	0.001	0	1000	0	0	3
297	25	0.793169614	6.1729659	0	0	0	0	0	0.001	0	1000	0	0	3
298	25	0.796466668	6.1937503	0	0	0	0	0	0.001	0	1000	0	0	3
299	25	0.799917107	6.21453469	0	0	0	0	0	0.001	0	1000	0	0	3
300	25	0.8	6.23531909	0	0	0	0	0	0.001	0	1000	0	0	3
301	25	0.803472362	6.25610349	0	0	0	0	0	0.001	0	1000	0	0	3
302	25	0.806718467	6.27688789	0	0	0	0	0	0.001	0	1000	0	0	3
303	25	0.810010151	6.29767228	0	0	0	0	0	0.001	0	1000	0	0	3
304	25	0.813289124	6.31845668	0	0	0	0	0	0.001	0	1000	0	0	3
305	25	0.816569178	6.33924108	0	0	0	0	0	0.001	0	1000	0	0	3
306	25	0.819879878	6.36002547	0	0	0	0	0	0.001	0	1000	0	0	3
307	25	0.82	6.38080987	0	0	0	0	0	0.001	0	1000	0	0	3
308	25	0.823367515	6.40159427	0	0	0	0	0	0.001	0	1000	0	0	3
309	25	0.826553377	6.42237866	0	0	0	0	0	0.001	0	1000	0	0	3
310	26	0.829855895	6.44316306	0	0	0	0	0	0.001	0	1000	0	0	3
311	26	0.83	6.46394746	0	0	0	0	0	0.001	0	1000	0	0	3
312	26	0.833323909	6.48473186	0	0	0	0	0	0.001	0	1000	0	0	3
313	26	0.836258453	6.50551625	0	0	0	0	0	0.001	0	1000	0	0	3
314	26	0.839488482	6.52630065	0	0	0	0	0	0.001	0	1000	0	0	3
315	26	0.84	6.54708505	0	0	0	0	0	0.001	0	1000	0	0	3
316	26	0.843174204	6.56786944	0	0	0	0	0	0.001	0	1000	0	0	3
317	26	0.846333594	6.58865384	0	0	0	0	0	0.001	0	1000	0	0	3
318	26	0.849572613	6.60943824	0	0	0	0	0	0.001	0	1000	0	0	3
319	26	0.85	6.63022263	0	0	0	0	0	0.001	0	1000	0	0	3
320	26	0.853284794	6.65100703	0	0	0	0	0	0.001	0	1000	0	0	3
321	26	0.856599236	6.67179143	0	0	0	0	0	0.001	0	1000	0	0	3
322	26	0.859963601	6.69257583	0	0	0	0	0	0.001	0	1000	0	0	3
323	27	0.86	6.71336022	0	0	0	0	0	0.001	0	1000	0	0	3
324	27	0.863387857	6.73414462	0	0	0	0	0	0.001	0	1000	0	0	3
325	27	0.865288043	6.75492902	0	0	0	0	0	0.001	0	1000	0	0	3
326	27	0.868891956	6.77571341	0	0	0	0	0	0.001	0	1000	0	0	3
327	27	0.87	6.79649781	0	0	0	0	0	0.001	0	1000	0	0	3
328	27	0.873733554	6.81728221	0	0	0	0	0	0.001	0	1000	0	0	3
329	27	0.8775578	6.8380666	0	0	0	0	0	0.001	0	1000	0	0	3
330	27	0.88	6.858851	0	0	0	0	0	0.001	0	1000	0	0	3
331	27	0.883655562	6.8796354	0	0	0	0	0	0.001	0	1000	0	0	3
332	27	0.887253705	6.90041979	0	0	0	0	0	0.001	0	1000	0	0	3
333	27	0.89	6.92120419	0	0	0	0	0	0.001	0	1000	0	0	3
334	27	0.893372	6.94198859	0	0	0	0	0	0.001	0	1000	0	0	3
335	28	0.896697309	6.96277299	0	0	0	0	0	0.001	0	1000	0	0	3
336	28	0.899997347	6.98355738	0	0	0	0	0	0.001	0	1000	0	0	3
337	28	0.903317498	7.00434178	0	0	0	0	0	0.001	0	1000	0	0	3
338	28	0.906664144	7.02512618	0	0	0	0	0	0.001	0	1000	0	0	3
339	28	0.90997935	7.04591057	0	0	0	0	0	0.001	0	1000	0	0	3
340	28	0.91	7.06669497	0	0	0	0	0	0.001	0	1000	0	0	3
341	28	0.913291593	7.08747937	0	0	0	0	0	0.001	0	1000	0	0	3
342	28	0.916547832	7.10826376	0	0	0	0	0	0.001	0	1000	0	0	3
