Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
170	15	0.264159999	1.87610847	293.198264	293.198255	293.19795	293.198356	0.000405589814	8.37448556e-05	0	20.6	0	0	3
171	15	0.265923698	1.8871444	293.198273	293.198262	293.197992	293.198356	0.000364036507	8.37448556e-05	0	23	0	0	3
172	15	0.267682555	1.89818033	293.19828	293.198269	293.198036	293.198356	0.000319782367	8.37448556e-05	0	26.1	0	0	3
173	15	0.269437519	1.90921627	293.198288	293.198274	293.198078	293.198356	0.00027778263	8.37448556e-05	0	30.1	0	0	3
174	15	0.271188929	1.9202522	293.198297	293.198279	293.198118	293.198356	0.000237947235	8.37448556e-05	0	35.1	0	0	3
175	15	0.272937655	1.93128813	293.198304	293.198283	293.198153	293.198356	0.000202633181	8.37448556e-05	0	41.3	0	0	3
176	15	0.274684799	1.94232406	293.198311	293.198286	293.19819	293.198356	0.000165581273	8.37448556e-05	0	50.5	0	0	3
177	16	0.276432418	1.95336	293.198319	293.198289	293.198218	293.198356	0.000137224004	8.37448556e-05	0	61	0	0	3
178	16	0.278180755	1.96439593	293.198328	293.198292	293.198246	293.198356	0.000109465751	8.37448556e-05	0	76.5	0	0	3
179	16	0.279931838	1.97543186	293.198337	293.198294	293.198246	293.198356	0.000109465751	8.37448556e-05	0	76.5	0	0	3
180	16	0.28168431	1.98646779	293.198352	293.198295	293.198246	293.198356	0.000109465751	8.37448556e-05	0	76.5	0	0	3
181	16	0.283444158	1.99750372	293.198365	293.198297	293.198246	293.198365	0.000118977638	8.37448556e-05	0	70.3	0	0	3
182	16	0.285205853	2.00853966	293.198382	293.198299	293.198246	293.198382	0.000135419557	8.37448556e-05	0	61.8	0	0	3
183	16	0.286972649	2.01957559	293.198401	293.1983	293.198246	293.198401	0.000155194536	8.37448556e-05	0	53.9	0	0	3
184	16	0.288733087	2.03061152	293.198419	293.198302	293.198246	293.198419	0.000172501581	8.37448556e-05	0	48.5	0	0	3
185	16	0.290487493	2.04164745	293.198436	293.198304	293.198246	293.198436	0.000189803908	8.37448556e-05	0	44.1	0	0	3
186	16	0.292236247	2.05268338	293.198454	293.198306	293.198246	293.198454	0.000207552843	8.37448556e-05	0	40.3	0	0	3
187	16	0.293979925	2.06371932	293.198466	293.198309	293.198246	293.198466	0.00022031522	8.37448556e-05	0	38	0	0	3
188	16	0.295720034	2.07475525	293.198477	293.198311	293.198246	293.198477	0.000230901282	8.37448556e-05	0	36.2	0	0	3
189	17	0.297457744	2.08579118	293.198486	293.198314	293.198246	293.198486	0.000239436588	8.37448556e-05	0	34.9	0	0	3
190	17	0.299194346	2.09682711	293.198492	293.198317	293.198246	293.198492	0.000245842864	8.37448556e-05	0	34	0	0	3
191	17	0.3	2.10786305	293.198487	293.198318	293.198246	293.198492	0.000245842864	8.37448556e-05	0	34	0	0	3
192	17	0.30173741	2.11889898	293.198494	293.198322	293.198246	293.198494	0.000247617853	8.37448556e-05	0	33.8	0	0	3
193	17	0.303481352	2.12993491	293.198497	293.198325	293.198246	293.198497	0.000250938805	8.37448556e-05	0	33.3	0	0	3
194	17	0.305226611	2.14097084	293.198501	293.198329	293.198246	293.198501	0.000255289481	8.37448556e-05	0	32.8	0	0	3
195	17	0.306976417	2.15200677	293.198509	293.198334	293.198246	293.198509	0.000262960665	8.37448556e-05	0	31.8	0	0	3
196	17	0.308735783	2.16304271	293.198515	293.198338	293.198246	293.198515	0.000268672445	8.37448556e-05	0	31.1	0	0	3
197	17	0.310487646	2.17407864	293.198524	293.198344	293.198246	293.198524	0.000277431032	8.37448556e-05	0	30.1	0	0	3
198	17	0.312231598	2.18511457	293.19853	293.198349	293.198246	293.19853	0.000283445016	8.37448556e-05	0	29.5	0	0	3
199	18	0.313969058	2.1961505	293.198538	293.198355	293.198246	293.198538	0.000291525232	8.37448556e-05	0	28.7	0	0	3
200	18	0.315700125	2.20718644	293.198542	293.198361	293.198246	293.198542	0.000295562842	8.37448556e-05	0	28.3	0	0	3
201	18	0.317426251	2.21822237	293.198545	293.198367	293.198246	293.198545	0.000292851101	8.37448556e-05	0	28.5	0	0	3
202	18	0.319148768	2.2292583	293.198547	293.198373	293.198246	293.198547	0.000281635088	8.37448556e-05	0	29.7	0	0	3
203	18	0.320869142	2.24029423	293.198547	293.198379	293.198246	293.198547	0.000271073713	8.37448556e-05	0	30.8	0	0	3
204	18	0.322588807	2.25133016	293.198547	293.198386	293.198246	293.198547	0.000261085015	8.37448556e-05	0	32	0	0	3
205	18	0.324309615	2.2623661	293.198546	293.198392	293.198246	293.198547	0.000251757926	8.37448556e-05	0	33.2	0	0	3
206	18	0.32603312	2.27340203	293.198545	293.198398	293.198246	293.198547	0.000243036174	8.37448556e-05	0	34.4	0	0	3
207	18	0.327760752	2.28443796	293.198547	293.198405	293.198246	293.198547	0.000235186322	8.37448556e-05	0	35.6	0	0	3
208	18	0.329498179	2.29547389	293.198548	293.198411	293.198246	293.198548	0.000228100271	8.37448556e-05	0	36.7	0	0	3
209	18	0.331240328	2.30650982	293.198553	293.198418	293.198246	293.198553	0.000221978749	8.37448556e-05	0	37.7	0	0	3
210	19	0.332992187	2.31754576	293.198556	293.198425	293.198246	293.198556	0.000216915049	8.37448556e-05	0	38.6	0	0	3
211	19	0.33473496	2.32858169	293.198563	293.198432	293.198246	293.198563	0.000212774581	8.37448556e-05	0	39.3	0	0	3
212	19	0.336468461	2.33961762	293.198567	293.198439	293.19825	293.198567	0.000209534727	8.37448556e-05	0	39.9	0	0	3
213	19	0.33819344	2.35065355	293.19857	293.198446	293.198252	293.19857	0.000207195346	8.37448556e-05	0	40.4	0	0	3
214	19	0.339911364	2.36168949	293.198574	293.198453	293.198259	293.198574	0.000205618958	8.37448556e-05	0	40.7	0	0	3
215	19	0.34162332	2.37272542	293.198574	293.19846	293.198264	293.198574	0.000204697854	8.37448556e-05	0	40.9	0	0	3
216	19	0.343331391	2.38376135	293.198572	293.198467	293.198273	293.198574	0.000204415157	8.37448556e-05	0	40.9	0	0	3
217	19	0.345037372	2.39479728	293.198569	293.198473	293.19828	293.198574	0.000204621455	8.37448556e-05	0	40.9	0	0	3
218	19	0.346743203	2.40583321	293.198564	293.198479	293.198288	293.198574	0.000205371529	8.37448556e-05	0	40.7	0	0	3
219	19	0.348450848	2.41686915	293.198559	293.198485	293.198297	293.198574	0.000206535018	8.37448556e-05	0	40.5	0	0	3
220	19	0.350162208	2.42790508	293.198553	293.198491	293.198304	293.198574	0.000208109999	8.37448556e-05	0	40.2	0	0	3
221	20	0.351878849	2.43894101	293.198549	293.198496	293.198311	293.198574	0.00021006417	8.37448556e-05	0	39.8	0	0	3
