Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
152	13	0.232161167	1.67746169	0	0	0	0	0	0.001	0	1000	0	0	3
153	14	0.233946831	1.68849762	0	0	0	0	0	0.001	0	1000	0	0	3
154	14	0.235731485	1.69953356	0	0	0	0	0	0.001	0	1000	0	0	3
155	14	0.237516544	1.71056949	0	0	0	0	0	0.001	0	1000	0	0	3
156	14	0.239298814	1.72160542	0	0	0	0	0	0.001	0	1000	0	0	3
157	14	0.241081622	1.73264135	0	0	0	0	0	0.001	0	1000	0	0	3
158	14	0.242859773	1.74367728	0	0	0	0	0	0.001	0	1000	0	0	3
159	14	0.244634794	1.75471322	0	0	0	0	0	0.001	0	1000	0	0	3
160	14	0.246408415	1.76574915	0	0	0	0	0	0.001	0	1000	0	0	3
161	14	0.248184113	1.77678508	0	0	0	0	0	0.001	0	1000	0	0	3
162	14	0.249956787	1.78782101	0	0	0	0	0	0.001	0	1000	0	0	3
163	14	0.25172844	1.79885694	0	0	0	0	0	0.001	0	1000	0	0	3
164	14	0.253504416	1.80989288	0	0	0	0	0	0.001	0	1000	0	0	3
165	15	0.255279173	1.82092881	0	0	0	0	0	0.001	0	1000	0	0	3
166	15	0.257059376	1.83196474	0	0	0	0	0	0.001	0	1000	0	0	3
167	15	0.25883946	1.84300067	0	0	0	0	0	0.001	0	1000	0	0	3
168	15	0.260618198	1.85403661	0	0	0	0	0	0.001	0	1000	0	0	3
169	15	0.262391664	1.86507254	0	0	0	0	0	0.001	0	1000	0	0	3
170	15	0.264159999	1.87610847	0	0	0	0	0	0.001	0	1000	0	0	3
171	15	0.265923698	1.8871444	0	0	0	0	0	0.001	0	1000	0	0	3
172	15	0.267682555	1.89818033	0	0	0	0	0	0.001	0	1000	0	0	3
173	15	0.269437519	1.90921627	0	0	0	0	0	0.001	0	1000	0	0	3
174	15	0.271188929	1.9202522	0	0	0	0	0	0.001	0	1000	0	0	3
175	15	0.272937655	1.93128813	0	0	0	0	0	0.001	0	1000	0	0	3
176	15	0.274684799	1.94232406	0	0	0	0	0	0.001	0	1000	0	0	3
177	16	0.276432418	1.95336	0	0	0	0	0	0.001	0	1000	0	0	3
178	16	0.278180755	1.96439593	0	0	0	0	0	0.001	0	1000	0	0	3
179	16	0.279931838	1.97543186	0	0	0	0	0	0.001	0	1000	0	0	3
180	16	0.28168431	1.98646779	0	0	0	0	0	0.001	0	1000	0	0	3
181	16	0.283444158	1.99750372	0	0	0	0	0	0.001	0	1000	0	0	3
182	16	0.285205853	2.00853966	0	0	0	0	0	0.001	0	1000	0	0	3
183	16	0.286972649	2.01957559	0	0	0	0	0	0.001	0	1000	0	0	3
184	16	0.288733087	2.03061152	0	0	0	0	0	0.001	0	1000	0	0	3
185	16	0.290487493	2.04164745	0	0	0	0	0	0.001	0	1000	0	0	3
