# y+ ()       
# Time        	patch         	min           	max           	average       
2000          	WALL	4.329785e-04	2.219178e+00	2.864742e-01
2000          	CUBE1	4.901927e-04	2.524698e+00	1.707857e-01
2000          	CUBE2	6.050938e-04	2.116602e+00	1.578497e-01
