# y+ ()       
# Time        	patch         	min           	max           	average       
2000          	WALL	1.888767e-04	2.178625e+00	3.332617e-01
2000          	CUBE1	2.485224e-04	2.516592e+00	1.972239e-01
2000          	CUBE2	2.138519e-04	2.422397e+00	2.068641e-01
