# y+ ()       
# Time        	patch         	min           	max           	average       
2000          	WALL	1.834382e-04	2.052097e+00	2.959472e-01
2000          	CUBE1	2.077081e-04	2.250023e+00	2.270117e-01
2000          	CUBE2	3.097677e-04	2.373340e+00	2.164130e-01
