# y+ ()       
# Time        	patch         	min           	max           	average       
2000          	WALL	1.917522e-04	2.214730e+00	3.198191e-01
2000          	CUBE1	6.107698e-04	2.544145e+00	1.722464e-01
2000          	CUBE2	2.166967e-04	2.460694e+00	2.086742e-01
