0 	-0.211435
0.00128482 	-0.211431
0.00256965 	-0.211428
0.00387803 	-0.211576
0.00518642 	-0.211723
0.00651881 	-0.212177
0.00785119 	-0.21263
0.00920802 	-0.213377
0.0105648 	-0.214124
0.0119465 	-0.215139
0.0133283 	-0.216153
0.0147353 	-0.217392
0.0161424 	-0.21863
0.0175752 	-0.220043
0.0190081 	-0.221457
0.0204672 	-0.223006
0.0219263 	-0.224554
0.0234122 	-0.22621
0.0248981 	-0.227866
0.0264113 	-0.22961
0.0279244 	-0.231355
0.0294653 	-0.233177
0.0310063 	-0.234999
0.0325754 	-0.236891
0.0341446 	-0.238783
0.0357425 	-0.240742
0.0373405 	-0.2427
0.0389677 	-0.244719
0.040595 	-0.246738
0.0422521 	-0.248812
0.0439092 	-0.250887
0.0455967 	-0.253011
0.0472842 	-0.255135
0.0490026 	-0.257302
0.0507211 	-0.259469
0.052471 	-0.261675
0.054221 	-0.26388
0.056003 	-0.266121
0.0577851 	-0.268361
0.0595998 	-0.270645
0.0614146 	-0.272928
0.0632626 	-0.275277
0.0651106 	-0.277627
0.0669925 	-0.280039
0.0688745 	-0.282452
0.0707909 	-0.284903
0.0727073 	-0.287354
0.0746589 	-0.289821
0.0766105 	-0.292288
0.0785979 	-0.294747
0.0805853 	-0.297206
0.0826091 	-0.299638
0.0846329 	-0.302069
0.0866939 	-0.304464
0.0887548 	-0.306859
0.0908536 	-0.309199
0.0929523 	-0.311539
0.0950896 	-0.313808
0.0972268 	-0.316077
0.0994033 	-0.318263
0.10158 	-0.32045
0.103796 	-0.322527
0.106012 	-0.324604
0.108269 	-0.32655
0.110526 	-0.328497
0.112825 	-0.330297
0.115123 	-0.332098
0.115395 	-0.332289
0.115668 	-0.33248
0.117736 	-0.333933
0.119804 	-0.335386
0.121911 	-0.336701
0.124017 	-0.338016
0.124294 	-0.33819
0.124571 	-0.338363
0.126999 	-0.339707
0.129426 	-0.341052
0.131897 	-0.342271
0.134369 	-0.34349
0.136886 	-0.3446
0.139403 	-0.345711
0.139701 	-0.345831
0.139999 	-0.34595
0.142265 	-0.346857
0.14453 	-0.347764
0.14453 	-0.347764
0.146714 	-0.348577
0.148898 	-0.349389
0.14975 	-0.349706
