# y+ ()       
# Time        	patch         	min           	max           	average       
2000          	WALL	1.146401e-04	2.158596e+00	3.217094e-01
2000          	CUBE1	1.539497e-04	2.442379e+00	2.036874e-01
2000          	CUBE2	1.005821e-03	2.352258e+00	2.072176e-01
