# y+ ()       
# Time        	patch         	min           	max           	average       
2000          	WALL	3.057466e-04	2.220112e+00	2.762505e-01
2000          	CUBE1	3.455204e-04	2.511329e+00	1.730879e-01
2000          	CUBE2	4.411390e-04	1.816715e+00	1.321719e-01
