# y+ ()       
# Time        	patch         	min           	max           	average       
2000          	WALL	1.270083e-04	2.088851e+00	3.016851e-01
2000          	CUBE1	1.435305e-04	2.320920e+00	2.284539e-01
2000          	CUBE2	2.127665e-04	2.235202e+00	2.177394e-01
